level_0,level_1,tracks,artists,Score
157,4370,1.0,0.0,1.0
157,4371,1.0,0.0,1.0
157,4372,1.0,0.0,1.0
157,4373,1.0,0.0,1.0
157,4374,1.0,0.0,1.0
157,4375,1.0,0.0,1.0
157,4376,1.0,0.0,1.0
157,4377,1.0,0.0,1.0
157,4378,1.0,0.0,1.0
157,4379,1.0,0.0,1.0
157,4380,1.0,0.0,1.0
157,4381,1.0,0.0,1.0
157,4382,1.0,0.0,1.0
157,4383,1.0,0.0,1.0
157,4384,1.0,0.0,1.0
157,4385,1.0,0.0,1.0
157,4386,1.0,0.0,1.0
157,4387,1.0,0.0,1.0
157,4388,1.0,0.0,1.0
158,4400,1.0,0.0,1.0
158,4401,1.0,0.0,1.0
158,4402,1.0,0.0,1.0
158,4403,1.0,0.0,1.0
158,4404,1.0,0.0,1.0
158,9460,0.0,1.0,1.0
159,4405,1.0,0.0,1.0
159,9460,0.0,1.0,1.0
160,4426,1.0,0.0,1.0
160,4427,1.0,0.0,1.0
160,4428,1.0,0.0,1.0
160,4429,1.0,0.0,1.0
160,4430,1.0,0.0,1.0
160,4431,1.0,0.0,1.0
160,4432,1.0,0.0,1.0
160,9460,0.0,1.0,1.0
161,4433,1.0,0.0,1.0
161,4434,1.0,0.0,1.0
161,4435,1.0,0.0,1.0
161,4436,1.0,0.0,1.0
161,4437,1.0,0.0,1.0
161,4438,1.0,0.0,1.0
161,4439,1.0,0.0,1.0
161,4440,1.0,0.0,1.0
161,4441,1.0,0.0,1.0
161,4442,1.0,0.0,1.0
161,4443,1.0,0.0,1.0
161,4444,1.0,0.0,1.0
161,4445,1.0,0.0,1.0
161,4446,1.0,0.0,1.0
161,4447,1.0,0.0,1.0
161,9460,0.0,1.0,1.0
162,4456,0.0,1.0,1.0
162,8981,0.0,1.0,1.0
162,8982,0.0,1.0,1.0
162,12540,0.0,1.0,1.0
162,12541,0.0,1.0,1.0
162,12542,0.0,1.0,1.0
163,4457,1.0,0.0,1.0
163,4458,1.0,0.0,1.0
163,4459,1.0,0.0,1.0
163,4460,1.0,0.0,1.0
163,4461,1.0,0.0,1.0
163,4462,1.0,0.0,1.0
163,4463,1.0,0.0,1.0
163,4464,1.0,0.0,1.0
163,4465,1.0,0.0,1.0
163,4466,1.0,0.0,1.0
163,4467,1.0,0.0,1.0
163,4468,1.0,0.0,1.0
163,4469,1.0,0.0,1.0
163,4470,1.0,0.0,1.0
163,4471,1.0,0.0,1.0
163,4472,1.0,0.0,1.0
163,4473,1.0,0.0,1.0
163,4474,1.0,0.0,1.0
163,4475,1.0,0.0,1.0
163,4476,1.0,0.0,1.0
163,4477,1.0,0.0,1.0
163,4478,1.0,0.0,1.0
163,4479,1.0,0.0,1.0
163,4480,1.0,0.0,1.0
163,4481,1.0,0.0,1.0
163,4482,1.0,0.0,1.0
163,4483,1.0,0.0,1.0
163,4484,1.0,0.0,1.0
163,4485,1.0,0.0,1.0
163,4486,1.0,0.0,1.0
163,4487,1.0,0.0,1.0
163,4488,1.0,0.0,1.0
163,4489,1.0,0.0,1.0
163,4490,1.0,0.0,1.0
163,4491,1.0,0.0,1.0
163,4492,1.0,0.0,1.0
163,4493,1.0,0.0,1.0
163,7418,1.0,0.0,1.0
163,7419,1.0,0.0,1.0
163,7420,1.0,0.0,1.0
164,4494,1.0,0.0,1.0
164,4495,1.0,0.0,1.0
164,4496,1.0,0.0,1.0
164,4497,1.0,0.0,1.0
164,4498,1.0,0.0,1.0
164,4499,1.0,0.0,1.0
164,4500,1.0,0.0,1.0
164,4501,1.0,0.0,1.0
164,4502,1.0,0.0,1.0
164,4503,1.0,0.0,1.0
164,4504,1.0,0.0,1.0
164,4505,1.0,0.0,1.0
164,4506,1.0,0.0,1.0
164,4507,1.0,0.0,1.0
164,4508,1.0,0.0,1.0
164,4509,1.0,0.0,1.0
164,9460,0.0,1.0,1.0
165,4511,0.0,1.0,1.0
166,4512,1.0,0.0,1.0
166,4513,1.0,0.0,1.0
166,7039,0.0,1.0,1.0
166,7040,0.0,1.0,1.0
166,7041,0.0,1.0,1.0
166,7042,0.0,1.0,1.0
166,8537,0.0,1.0,1.0
166,8538,0.0,1.0,1.0
166,8539,0.0,1.0,1.0
166,8540,0.0,1.0,1.0
166,8541,0.0,1.0,1.0
166,12695,0.0,1.0,1.0
166,13585,0.0,1.0,1.0
167,4514,1.0,0.0,1.0
167,5856,1.0,0.0,1.0
167,5857,1.0,0.0,1.0
167,5858,1.0,0.0,1.0
167,5859,1.0,0.0,1.0
167,7039,0.0,1.0,1.0
167,7040,0.0,1.0,1.0
167,7041,0.0,1.0,1.0
167,7042,0.0,1.0,1.0
167,8537,0.0,1.0,1.0
167,8538,0.0,1.0,1.0
167,8539,0.0,1.0,1.0
167,8540,0.0,1.0,1.0
167,8541,0.0,1.0,1.0
167,12695,0.0,1.0,1.0
167,13585,0.0,1.0,1.0
168,4528,1.0,0.0,1.0
169,4532,1.0,0.0,1.0
169,4533,1.0,0.0,1.0
169,4534,1.0,0.0,1.0
169,4535,1.0,0.0,1.0
169,4536,1.0,0.0,1.0
169,4537,1.0,0.0,1.0
169,4538,1.0,0.0,1.0
169,4539,1.0,0.0,1.0
169,4540,1.0,0.0,1.0
169,4541,1.0,0.0,1.0
169,4542,1.0,0.0,1.0
169,4543,1.0,0.0,1.0
169,4544,1.0,0.0,1.0
169,4545,1.0,0.0,1.0
169,4546,1.0,0.0,1.0
169,4547,1.0,0.0,1.0
169,4548,1.0,0.0,1.0
169,4549,1.0,0.0,1.0
169,4550,1.0,0.0,1.0
169,4551,1.0,0.0,1.0
169,4552,1.0,0.0,1.0
169,4553,1.0,0.0,1.0
169,4554,1.0,0.0,1.0
169,4555,1.0,0.0,1.0
169,4556,1.0,0.0,1.0
169,4557,1.0,0.0,1.0
169,4558,1.0,0.0,1.0
169,4559,1.0,0.0,1.0
169,4560,1.0,0.0,1.0
169,4561,1.0,0.0,1.0
169,4562,1.0,0.0,1.0
169,4563,1.0,0.0,1.0
169,4564,1.0,0.0,1.0
169,4565,1.0,0.0,1.0
169,4566,1.0,0.0,1.0
169,4567,1.0,0.0,1.0
169,4568,1.0,0.0,1.0
169,4569,1.0,0.0,1.0
169,9460,0.0,1.0,1.0
170,4572,0.0,1.0,1.0
170,15434,0.0,1.0,1.0
170,15435,0.0,1.0,1.0
170,15436,0.0,1.0,1.0
171,4573,0.0,1.0,1.0
171,4574,0.0,1.0,1.0
171,4575,0.0,1.0,1.0
171,4976,0.0,1.0,1.0
171,4977,0.0,1.0,1.0
171,4978,0.0,1.0,1.0
171,4979,0.0,1.0,1.0
171,4980,0.0,1.0,1.0
171,4981,0.0,1.0,1.0
171,4982,0.0,1.0,1.0
171,4983,0.0,1.0,1.0
171,4984,0.0,1.0,1.0
171,4985,0.0,1.0,1.0
171,4986,0.0,1.0,1.0
171,4987,0.0,1.0,1.0
171,4988,0.0,1.0,1.0
171,4989,0.0,1.0,1.0
171,4990,0.0,1.0,1.0
171,4991,0.0,1.0,1.0
171,12327,0.0,1.0,1.0
171,15952,0.0,1.0,1.0
172,4610,0.0,1.0,1.0
172,4862,0.0,1.0,1.0
172,4863,0.0,1.0,1.0
172,8812,0.0,1.0,1.0
172,10187,0.0,1.0,1.0
172,12608,0.0,1.0,1.0
172,12609,0.0,1.0,1.0
173,4685,1.0,1.0,2.0
174,2940,1.0,0.0,1.0
174,2941,1.0,0.0,1.0
174,2942,1.0,0.0,1.0
174,2943,1.0,0.0,1.0
174,2944,1.0,0.0,1.0
174,2945,1.0,0.0,1.0
174,2946,1.0,0.0,1.0
174,2947,1.0,0.0,1.0
174,2948,1.0,0.0,1.0
174,2949,1.0,0.0,1.0
174,2950,1.0,0.0,1.0
174,2951,1.0,0.0,1.0
174,2952,1.0,0.0,1.0
174,2953,1.0,0.0,1.0
174,2954,1.0,0.0,1.0
174,2955,1.0,0.0,1.0
174,2956,1.0,0.0,1.0
174,2957,1.0,0.0,1.0
174,2958,1.0,0.0,1.0
174,2959,1.0,0.0,1.0
174,2960,1.0,0.0,1.0
174,2961,1.0,0.0,1.0
174,2962,1.0,0.0,1.0
174,2963,1.0,0.0,1.0
174,2964,1.0,0.0,1.0
174,2965,1.0,0.0,1.0
174,2966,1.0,0.0,1.0
174,2967,1.0,0.0,1.0
174,2968,1.0,0.0,1.0
174,2969,1.0,0.0,1.0
174,2970,1.0,0.0,1.0
174,2971,1.0,0.0,1.0
174,2972,1.0,0.0,1.0
174,2973,1.0,0.0,1.0
174,2974,1.0,0.0,1.0
174,2975,1.0,0.0,1.0
174,2976,1.0,0.0,1.0
174,2977,1.0,0.0,1.0
174,2978,1.0,0.0,1.0
174,2979,1.0,0.0,1.0
174,2980,1.0,0.0,1.0
174,2981,1.0,0.0,1.0
174,2982,1.0,0.0,1.0
174,2983,1.0,0.0,1.0
174,2984,1.0,0.0,1.0
174,2985,1.0,0.0,1.0
174,2986,1.0,0.0,1.0
174,2987,1.0,0.0,1.0
174,2988,1.0,0.0,1.0
174,2989,1.0,0.0,1.0
174,2990,1.0,0.0,1.0
174,2991,1.0,0.0,1.0
174,4689,1.0,0.0,1.0
174,9460,0.0,1.0,1.0
175,4693,0.0,1.0,1.0
176,4816,1.0,0.0,1.0
177,4819,1.0,0.0,1.0
177,4820,1.0,0.0,1.0
177,4821,1.0,0.0,1.0
177,5886,0.0,1.0,1.0
177,12303,0.0,1.0,1.0
177,12950,0.0,1.0,1.0
177,13578,0.0,1.0,1.0
177,13581,0.0,1.0,1.0
177,13597,0.0,1.0,1.0
178,4823,1.0,0.0,1.0
178,5886,0.0,1.0,1.0
178,12303,0.0,1.0,1.0
178,12950,0.0,1.0,1.0
178,13578,0.0,1.0,1.0
178,13581,0.0,1.0,1.0
178,13597,0.0,1.0,1.0
179,4824,0.0,1.0,1.0
179,4825,0.0,1.0,1.0
179,4826,0.0,1.0,1.0
179,4827,0.0,1.0,1.0
180,4828,1.0,0.0,1.0
180,9460,0.0,1.0,1.0
181,4832,0.0,1.0,1.0
181,4833,0.0,1.0,1.0
182,4843,1.0,0.0,1.0
182,9460,0.0,1.0,1.0
183,4844,1.0,0.0,1.0
183,9460,0.0,1.0,1.0
184,4845,1.0,0.0,1.0
184,4846,1.0,0.0,1.0
184,4847,1.0,0.0,1.0
184,13969,0.0,1.0,1.0
184,13970,0.0,1.0,1.0
184,13971,0.0,1.0,1.0
184,13972,0.0,1.0,1.0
184,13973,0.0,1.0,1.0
184,13974,0.0,1.0,1.0
184,13975,0.0,1.0,1.0
185,3075,0.0,1.0,1.0
185,3076,0.0,1.0,1.0
185,3077,0.0,1.0,1.0
185,3078,0.0,1.0,1.0
185,3079,0.0,1.0,1.0
185,3080,0.0,1.0,1.0
185,3081,0.0,1.0,1.0
185,3082,0.0,1.0,1.0
185,3083,0.0,1.0,1.0
185,3084,0.0,1.0,1.0
185,3085,0.0,1.0,1.0
185,3086,0.0,1.0,1.0
185,3087,0.0,1.0,1.0
185,3088,0.0,1.0,1.0
185,3089,0.0,1.0,1.0
185,3090,0.0,1.0,1.0
185,3091,0.0,1.0,1.0
185,3092,0.0,1.0,1.0
185,3093,0.0,1.0,1.0
185,3094,0.0,1.0,1.0
185,3095,0.0,1.0,1.0
185,3096,0.0,1.0,1.0
185,3097,0.0,1.0,1.0
185,3098,0.0,1.0,1.0
185,3099,0.0,1.0,1.0
185,3100,0.0,1.0,1.0
185,3101,0.0,1.0,1.0
185,3102,0.0,1.0,1.0
185,3103,0.0,1.0,1.0
185,3819,0.0,1.0,1.0
185,3820,0.0,1.0,1.0
185,3821,0.0,1.0,1.0
185,3822,0.0,1.0,1.0
185,3823,0.0,1.0,1.0
185,4426,0.0,1.0,1.0
185,4427,0.0,1.0,1.0
185,4428,0.0,1.0,1.0
185,4429,0.0,1.0,1.0
185,4430,0.0,1.0,1.0
185,4431,0.0,1.0,1.0
185,4432,0.0,1.0,1.0
185,4433,0.0,1.0,1.0
185,4434,0.0,1.0,1.0
185,4435,0.0,1.0,1.0
185,4436,0.0,1.0,1.0
185,4437,0.0,1.0,1.0
185,4438,0.0,1.0,1.0
185,4439,0.0,1.0,1.0
185,4440,0.0,1.0,1.0
185,4441,0.0,1.0,1.0
185,4442,0.0,1.0,1.0
185,4443,0.0,1.0,1.0
185,4444,0.0,1.0,1.0
185,4445,0.0,1.0,1.0
185,4446,0.0,1.0,1.0
185,4447,0.0,1.0,1.0
185,4855,1.0,0.0,1.0
187,4920,1.0,0.0,1.0
187,4921,1.0,0.0,1.0
187,4922,1.0,0.0,1.0
187,4923,1.0,0.0,1.0
187,4924,1.0,0.0,1.0
187,4925,1.0,0.0,1.0
187,4926,1.0,0.0,1.0
187,4927,1.0,0.0,1.0
187,4928,1.0,0.0,1.0
187,4929,1.0,0.0,1.0
187,4930,1.0,0.0,1.0
187,4931,1.0,0.0,1.0
187,4932,1.0,0.0,1.0
187,4933,1.0,0.0,1.0
187,4934,1.0,0.0,1.0
187,4935,1.0,0.0,1.0
187,4936,1.0,0.0,1.0
187,4937,1.0,0.0,1.0
187,4938,1.0,0.0,1.0
187,4939,1.0,0.0,1.0
187,15517,1.0,0.0,1.0
188,4943,1.0,1.0,2.0
188,4944,1.0,1.0,2.0
189,4955,1.0,0.0,1.0
189,9460,0.0,1.0,1.0
190,9460,0.0,1.0,1.0
191,4968,1.0,1.0,2.0
192,4407,0.0,1.0,1.0
192,4408,0.0,1.0,1.0
192,4409,0.0,1.0,1.0
192,4410,0.0,1.0,1.0
192,4411,0.0,1.0,1.0
192,4412,0.0,1.0,1.0
192,4413,0.0,1.0,1.0
192,4414,0.0,1.0,1.0
192,4415,0.0,1.0,1.0
192,4416,0.0,1.0,1.0
192,4417,0.0,1.0,1.0
192,4418,0.0,1.0,1.0
192,4419,0.0,1.0,1.0
192,4420,0.0,1.0,1.0
192,4421,0.0,1.0,1.0
192,4422,0.0,1.0,1.0
192,4423,0.0,1.0,1.0
192,4424,0.0,1.0,1.0
192,4425,0.0,1.0,1.0
192,4973,1.0,0.0,1.0
192,4974,1.0,0.0,1.0
192,4975,1.0,0.0,1.0
192,8049,0.0,1.0,1.0
192,8135,0.0,1.0,1.0
192,9458,0.0,1.0,1.0
192,9459,0.0,1.0,1.0
193,4992,1.0,0.0,1.0
194,9460,0.0,1.0,1.0
195,5041,1.0,1.0,2.0
195,15162,0.0,1.0,1.0
195,15163,0.0,1.0,1.0
196,5046,1.0,0.0,1.0
196,5047,1.0,0.0,1.0
196,5048,1.0,0.0,1.0
196,9460,0.0,1.0,1.0
197,5049,1.0,0.0,1.0
197,5050,1.0,0.0,1.0
197,5051,1.0,0.0,1.0
197,5052,1.0,0.0,1.0
198,5054,1.0,0.0,1.0
198,5055,1.0,0.0,1.0
198,9460,0.0,1.0,1.0
200,5057,1.0,1.0,2.0
200,5058,1.0,1.0,2.0
200,5059,1.0,1.0,2.0
201,5146,1.0,0.0,1.0
201,9460,0.0,1.0,1.0
203,5151,1.0,0.0,1.0
203,5152,1.0,0.0,1.0
203,9460,0.0,1.0,1.0
204,5154,0.0,1.0,1.0
205,4307,0.0,1.0,1.0
205,5157,0.0,1.0,1.0
205,5158,0.0,1.0,1.0
205,5159,0.0,1.0,1.0
205,5160,0.0,1.0,1.0
205,5161,0.0,1.0,1.0
205,9228,0.0,1.0,1.0
206,5171,1.0,0.0,1.0
206,5172,1.0,0.0,1.0
206,5173,1.0,0.0,1.0
206,5174,1.0,0.0,1.0
206,5175,1.0,0.0,1.0
206,5176,1.0,0.0,1.0
206,5177,1.0,0.0,1.0
206,5178,1.0,0.0,1.0
206,5179,1.0,0.0,1.0
206,5180,1.0,0.0,1.0
206,5181,1.0,0.0,1.0
206,5182,1.0,0.0,1.0
207,5183,1.0,0.0,1.0
207,5184,1.0,0.0,1.0
207,5185,1.0,0.0,1.0
207,5186,1.0,0.0,1.0
207,5187,1.0,0.0,1.0
207,5188,1.0,0.0,1.0
207,5189,1.0,0.0,1.0
207,5190,1.0,0.0,1.0
207,5191,1.0,0.0,1.0
207,5192,1.0,0.0,1.0
207,5193,1.0,0.0,1.0
207,5194,1.0,0.0,1.0
207,5195,1.0,0.0,1.0
207,5196,1.0,0.0,1.0
207,5197,1.0,0.0,1.0
207,5198,1.0,0.0,1.0
207,5199,1.0,0.0,1.0
207,5200,1.0,0.0,1.0
207,5201,1.0,0.0,1.0
207,5202,1.0,0.0,1.0
207,9460,0.0,1.0,1.0
208,5209,1.0,0.0,1.0
208,7373,0.0,1.0,1.0
209,5210,1.0,0.0,1.0
209,5211,1.0,0.0,1.0
209,9460,0.0,1.0,1.0
210,5271,0.0,1.0,1.0
210,5272,0.0,1.0,1.0
211,612,0.0,1.0,1.0
211,613,0.0,1.0,1.0
211,614,0.0,1.0,1.0
211,615,0.0,1.0,1.0
211,616,0.0,1.0,1.0
211,617,0.0,1.0,1.0
211,618,0.0,1.0,1.0
211,619,0.0,1.0,1.0
211,620,0.0,1.0,1.0
211,621,0.0,1.0,1.0
211,622,0.0,1.0,1.0
211,623,0.0,1.0,1.0
211,624,0.0,1.0,1.0
211,625,0.0,1.0,1.0
211,626,0.0,1.0,1.0
211,627,0.0,1.0,1.0
211,628,0.0,1.0,1.0
211,629,0.0,1.0,1.0
211,630,0.0,1.0,1.0
211,631,0.0,1.0,1.0
211,632,0.0,1.0,1.0
211,633,0.0,1.0,1.0
211,634,0.0,1.0,1.0
211,635,0.0,1.0,1.0
211,636,0.0,1.0,1.0
211,637,0.0,1.0,1.0
211,638,0.0,1.0,1.0
211,639,0.0,1.0,1.0
211,640,0.0,1.0,1.0
211,641,0.0,1.0,1.0
211,642,0.0,1.0,1.0
211,643,0.0,1.0,1.0
211,644,0.0,1.0,1.0
211,645,0.0,1.0,1.0
211,646,0.0,1.0,1.0
211,647,0.0,1.0,1.0
211,648,0.0,1.0,1.0
211,649,0.0,1.0,1.0
211,650,0.0,1.0,1.0
211,651,0.0,1.0,1.0
211,652,0.0,1.0,1.0
211,653,0.0,1.0,1.0
211,654,0.0,1.0,1.0
211,655,0.0,1.0,1.0
211,656,0.0,1.0,1.0
211,657,0.0,1.0,1.0
211,658,0.0,1.0,1.0
211,659,0.0,1.0,1.0
211,660,0.0,1.0,1.0
211,661,0.0,1.0,1.0
211,662,0.0,1.0,1.0
211,663,0.0,1.0,1.0
211,664,0.0,1.0,1.0
211,665,0.0,1.0,1.0
211,666,0.0,1.0,1.0
211,667,0.0,1.0,1.0
211,668,0.0,1.0,1.0
211,669,0.0,1.0,1.0
211,670,0.0,1.0,1.0
211,671,0.0,1.0,1.0
211,672,0.0,1.0,1.0
211,673,0.0,1.0,1.0
211,674,0.0,1.0,1.0
211,675,0.0,1.0,1.0
211,676,0.0,1.0,1.0
211,677,0.0,1.0,1.0
211,678,0.0,1.0,1.0
211,679,0.0,1.0,1.0
211,680,0.0,1.0,1.0
211,681,0.0,1.0,1.0
211,682,0.0,1.0,1.0
211,683,0.0,1.0,1.0
211,684,0.0,1.0,1.0
211,685,0.0,1.0,1.0
211,686,0.0,1.0,1.0
211,687,0.0,1.0,1.0
211,688,0.0,1.0,1.0
211,689,0.0,1.0,1.0
211,690,0.0,1.0,1.0
211,691,0.0,1.0,1.0
211,692,0.0,1.0,1.0
211,693,0.0,1.0,1.0
211,694,0.0,1.0,1.0
211,695,0.0,1.0,1.0
211,696,0.0,1.0,1.0
211,697,0.0,1.0,1.0
211,698,0.0,1.0,1.0
211,699,0.0,1.0,1.0
211,700,0.0,1.0,1.0
211,701,0.0,1.0,1.0
211,702,0.0,1.0,1.0
211,703,0.0,1.0,1.0
211,704,0.0,1.0,1.0
211,705,0.0,1.0,1.0
211,706,0.0,1.0,1.0
211,707,0.0,1.0,1.0
211,708,0.0,1.0,1.0
211,709,0.0,1.0,1.0
211,710,0.0,1.0,1.0
211,711,0.0,1.0,1.0
211,712,0.0,1.0,1.0
211,713,0.0,1.0,1.0
211,714,0.0,1.0,1.0
211,715,0.0,1.0,1.0
211,716,0.0,1.0,1.0
211,717,0.0,1.0,1.0
211,718,0.0,1.0,1.0
211,719,0.0,1.0,1.0
211,720,0.0,1.0,1.0
211,721,0.0,1.0,1.0
211,722,0.0,1.0,1.0
211,723,0.0,1.0,1.0
211,724,0.0,1.0,1.0
211,725,0.0,1.0,1.0
211,726,0.0,1.0,1.0
211,727,0.0,1.0,1.0
211,728,0.0,1.0,1.0
211,729,0.0,1.0,1.0
211,730,0.0,1.0,1.0
211,731,0.0,1.0,1.0
211,732,0.0,1.0,1.0
211,733,0.0,1.0,1.0
211,734,0.0,1.0,1.0
211,735,0.0,1.0,1.0
211,736,0.0,1.0,1.0
211,737,0.0,1.0,1.0
211,738,0.0,1.0,1.0
211,739,0.0,1.0,1.0
211,740,0.0,1.0,1.0
211,741,0.0,1.0,1.0
211,742,0.0,1.0,1.0
211,743,0.0,1.0,1.0
211,744,0.0,1.0,1.0
211,745,0.0,1.0,1.0
211,746,0.0,1.0,1.0
211,747,0.0,1.0,1.0
211,748,0.0,1.0,1.0
211,749,0.0,1.0,1.0
211,750,0.0,1.0,1.0
211,751,0.0,1.0,1.0
211,752,0.0,1.0,1.0
211,753,0.0,1.0,1.0
211,754,0.0,1.0,1.0
211,755,0.0,1.0,1.0
211,756,0.0,1.0,1.0
211,757,0.0,1.0,1.0
211,758,0.0,1.0,1.0
211,759,0.0,1.0,1.0
211,760,0.0,1.0,1.0
211,761,0.0,1.0,1.0
211,762,0.0,1.0,1.0
211,763,0.0,1.0,1.0
211,764,0.0,1.0,1.0
211,865,0.0,1.0,1.0
211,3424,0.0,1.0,1.0
211,3425,0.0,1.0,1.0
211,3426,0.0,1.0,1.0
211,3427,0.0,1.0,1.0
211,3428,0.0,1.0,1.0
211,3429,0.0,1.0,1.0
211,3430,0.0,1.0,1.0
211,3431,0.0,1.0,1.0
211,3432,0.0,1.0,1.0
211,3433,0.0,1.0,1.0
211,3434,0.0,1.0,1.0
211,3435,0.0,1.0,1.0
211,3436,0.0,1.0,1.0
211,3437,0.0,1.0,1.0
211,3438,0.0,1.0,1.0
211,3439,0.0,1.0,1.0
211,5280,0.0,1.0,1.0
211,5281,0.0,1.0,1.0
211,5282,0.0,1.0,1.0
211,5283,0.0,1.0,1.0
211,5284,0.0,1.0,1.0
211,5285,0.0,1.0,1.0
211,5286,0.0,1.0,1.0
211,5287,0.0,1.0,1.0
211,5288,0.0,1.0,1.0
211,5289,0.0,1.0,1.0
211,5290,0.0,1.0,1.0
211,5291,0.0,1.0,1.0
211,5292,0.0,1.0,1.0
211,5293,0.0,1.0,1.0
211,5294,0.0,1.0,1.0
211,5295,0.0,1.0,1.0
211,5296,0.0,1.0,1.0
211,5297,0.0,1.0,1.0
211,5298,0.0,1.0,1.0
211,5452,0.0,1.0,1.0
211,5453,0.0,1.0,1.0
211,5454,0.0,1.0,1.0
211,5455,0.0,1.0,1.0
211,5456,0.0,1.0,1.0
211,5482,0.0,1.0,1.0
211,5483,0.0,1.0,1.0
211,5484,0.0,1.0,1.0
211,5485,0.0,1.0,1.0
211,5486,0.0,1.0,1.0
211,5487,0.0,1.0,1.0
211,5488,0.0,1.0,1.0
211,5489,0.0,1.0,1.0
211,5490,0.0,1.0,1.0
211,5491,0.0,1.0,1.0
211,5492,0.0,1.0,1.0
211,5493,0.0,1.0,1.0
211,5494,0.0,1.0,1.0
211,7639,0.0,1.0,1.0
211,7640,0.0,1.0,1.0
211,7641,0.0,1.0,1.0
211,7642,0.0,1.0,1.0
211,7643,0.0,1.0,1.0
211,7644,0.0,1.0,1.0
211,7645,0.0,1.0,1.0
211,7646,0.0,1.0,1.0
211,9619,0.0,1.0,1.0
211,9620,0.0,1.0,1.0
211,9621,0.0,1.0,1.0
211,9622,0.0,1.0,1.0
211,9623,0.0,1.0,1.0
211,9624,0.0,1.0,1.0
211,10168,0.0,1.0,1.0
211,10169,0.0,1.0,1.0
211,10170,0.0,1.0,1.0
211,10192,0.0,1.0,1.0
211,10193,0.0,1.0,1.0
211,10194,0.0,1.0,1.0
211,10203,0.0,1.0,1.0
211,10395,0.0,1.0,1.0
211,10396,0.0,1.0,1.0
211,10397,0.0,1.0,1.0
211,10401,0.0,1.0,1.0
211,10431,0.0,1.0,1.0
211,10491,0.0,1.0,1.0
211,10492,0.0,1.0,1.0
211,10493,0.0,1.0,1.0
211,10494,0.0,1.0,1.0
211,10495,0.0,1.0,1.0
211,10496,0.0,1.0,1.0
211,10499,0.0,1.0,1.0
211,10500,0.0,1.0,1.0
211,10511,0.0,1.0,1.0
211,10512,0.0,1.0,1.0
211,10693,0.0,1.0,1.0
211,10732,0.0,1.0,1.0
211,10733,0.0,1.0,1.0
211,10734,0.0,1.0,1.0
211,10735,0.0,1.0,1.0
211,10736,0.0,1.0,1.0
211,11342,0.0,1.0,1.0
211,11343,0.0,1.0,1.0
211,11376,0.0,1.0,1.0
211,11377,0.0,1.0,1.0
211,11426,0.0,1.0,1.0
212,5299,1.0,0.0,1.0
212,5300,1.0,0.0,1.0
212,5301,1.0,0.0,1.0
212,5302,1.0,0.0,1.0
212,5303,1.0,0.0,1.0
212,5304,1.0,0.0,1.0
212,5305,1.0,0.0,1.0
212,5306,1.0,0.0,1.0
212,5307,1.0,0.0,1.0
212,5308,1.0,0.0,1.0
212,5309,1.0,0.0,1.0
212,5310,1.0,0.0,1.0
212,5311,1.0,0.0,1.0
212,5312,1.0,0.0,1.0
212,5313,1.0,0.0,1.0
212,5314,1.0,0.0,1.0
212,5315,1.0,0.0,1.0
212,5316,1.0,0.0,1.0
212,5317,1.0,0.0,1.0
212,5318,1.0,0.0,1.0
214,5350,0.0,1.0,1.0
214,5351,0.0,1.0,1.0
214,5352,0.0,1.0,1.0
214,5353,0.0,1.0,1.0
214,5354,0.0,1.0,1.0
214,5355,0.0,1.0,1.0
214,5356,0.0,1.0,1.0
214,5357,0.0,1.0,1.0
214,5358,0.0,1.0,1.0
214,5359,0.0,1.0,1.0
214,5360,0.0,1.0,1.0
214,5361,0.0,1.0,1.0
214,5362,0.0,1.0,1.0
214,10096,0.0,1.0,1.0
214,10097,0.0,1.0,1.0
214,10098,0.0,1.0,1.0
214,10099,0.0,1.0,1.0
214,10100,0.0,1.0,1.0
214,11955,0.0,1.0,1.0
215,5363,1.0,0.0,1.0
215,9460,0.0,1.0,1.0
216,5370,0.0,1.0,1.0
216,5371,0.0,1.0,1.0
216,5372,0.0,1.0,1.0
216,5373,0.0,1.0,1.0
216,5374,0.0,1.0,1.0
216,5375,0.0,1.0,1.0
217,5376,1.0,0.0,1.0
217,5377,1.0,0.0,1.0
217,5378,1.0,0.0,1.0
217,5379,1.0,0.0,1.0
217,9460,0.0,1.0,1.0
217,15750,1.0,0.0,1.0
218,5380,1.0,0.0,1.0
219,5497,0.0,1.0,1.0
219,5498,0.0,1.0,1.0
220,5509,1.0,0.0,1.0
221,5511,1.0,0.0,1.0
221,9460,0.0,1.0,1.0
222,1681,1.0,0.0,1.0
222,1682,1.0,0.0,1.0
222,1683,1.0,0.0,1.0
222,1684,1.0,0.0,1.0
222,1685,1.0,0.0,1.0
222,1686,1.0,0.0,1.0
222,1687,1.0,0.0,1.0
222,1688,1.0,0.0,1.0
222,1689,1.0,0.0,1.0
222,1690,1.0,0.0,1.0
222,1691,1.0,0.0,1.0
222,1692,1.0,0.0,1.0
222,1693,1.0,0.0,1.0
222,1694,1.0,0.0,1.0
222,1695,1.0,0.0,1.0
222,1696,1.0,0.0,1.0
222,1697,1.0,0.0,1.0
222,1698,1.0,0.0,1.0
222,1699,1.0,0.0,1.0
222,1700,1.0,0.0,1.0
222,1701,1.0,0.0,1.0
222,1702,1.0,0.0,1.0
222,1703,1.0,0.0,1.0
222,1704,1.0,0.0,1.0
222,1705,1.0,0.0,1.0
