,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
14,John Mayer,Continuum,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,0.668,0.361,1,-8.69,0,0.0273,0.00506,0.0805,0.288,134.15,242000,5
15,Haux,All We've Known,Caves,57pTcQBErlQjfe2kfzLffr,0.554,0.318,3,-13.288,0,0.0392,0.397,0.123,0.0565,130.11,233240,4
16,XYLØ,America EP,L.A. Love Song,5OW1KzgpaEWAtXck8MMX8f,0.552,0.609,9,-6.179,0,0.0283,0.00324,0.249,0.34,142.097,218364,4
17,The Glitch Mob,Drive It Like You Stole It - Single,Drive It Like You Stole It,6WLeelhUYx8GaWZ0dGIuLJ,0.608,0.683,5,-8.969,0,0.0862,0.924,0.279,0.5,85.939,352000,4
18,Villagers,Spotify Sessions,Nothing Arrived - Live from Spotify London,4JKHACLkotsxdKNF9vJYOS,0.579,0.415,7,-11.599,1,0.0397,0.0018,0.671,0.42,102.713,219093,4
19,EDEN,i think you think too much of me,drugs,3OXpdrHLT4IqM76RajgM6Q,0.484,0.444,4,-6.935,0,0.0636,0.0,0.238,0.226,144.21,338333,4
20,Hopium,Dreamers (feat. Phoebe Lou),Dreamers (feat. Phoebe Lou),2OQtvXop3EYEDqsHuW4arB,0.564,0.579,2,-6.149,1,0.0253,0.00444,0.0992,0.129,140.01,320716,4
21,Sky Sailing,An Airplane Carried Me To Bed,Sailboats,5E4aDiT6qo8bKLFl26euBS,0.527,0.417,5,-9.975,1,0.0282,0.0,0.101,0.379,149.979,259013,4
22,Porter Robinson,Worlds,Sad Machine,1JY6B9ILvmRla2IKKRZvnH,0.47,0.706,0,-4.902,0,0.0322,1.31e-06,0.0726,0.327,88.519,350690,4
23,FRND,Friend,Friend,7qDQhmvXb27hqKQxZ49GYr,0.757,0.634,6,-7.835,0,0.0891,0.00935,0.139,0.414,152.038,292204,4
24,Hydrogen Sea,In Dreams,Before I Go,55owpJjrxqTXBKgTJrwspU,0.582,0.551,9,-9.31,0,0.0424,0.000245,0.0889,0.122,152.889,208747,4
25,Brolly,Hollow Home Rd,Dragon Eyes,248dK5xIqF5z8zNPEdcNbL,0.304,0.558,9,-5.091,1,0.032,0.0,0.114,0.298,159.847,234725,3
26,John Mayer,Inside Wants Out,Back To You - EP Version,2LfhnQyrBpRU0HgKIrC9VE,0.602,0.637,6,-10.878,0,0.0316,0.133,0.121,0.532,99.374,237493,4
27,ILLENIUM,Ashes,Afterlife (feat. Echos),5B7qDiafwNpIF5dCQAYPzB,0.451,0.621,7,-4.886,0,0.0429,7.56e-06,0.155,0.205,88.023,364091,4
28,Crywolf,Angels - EP,Eyes Half Closed,5kREO8eHkQz0v8MFXuk2dO,0.559,0.848,9,-2.833,1,0.052,4.89e-05,0.619,0.191,135.019,405633,4
29,Vallis Alps,Vallis Alps,Young,3u4rIcRR7gSoJdkJIx9zpu,0.584,0.384,3,-12.144,0,0.0675,0.288,0.0964,0.184,93.981,324123,4
30,Jane XØ,Lies,Lies,5hA8S42MUtMJ0LbRupnpM1,0.57,0.627,7,-5.085,0,0.0377,0.000278,0.0682,0.0797,94.983,229914,4
31,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"The Heart of Life - Live at the Nokia Theatre, Los Angeles, CA - December 2007",15Ev5G9uLhXqjBH4t16GQq,0.411,0.387,1,-12.565,1,0.0308,0.000108,0.703,0.329,90.303,220133,4
32,Muse,Origin of Symmetry,Feeling Good,5Yj4AP0JGQWierBFKdKVyS,0.345,0.418,7,-7.787,0,0.0316,1.75e-05,0.103,0.267,109.044,198800,3
33,Made in Heights,Without My Enemy What Would I Do,Murakami,0qPfT1AakfNnSCYtVYIP3X,0.756,0.346,3,-9.688,0,0.154,3.94e-06,0.0867,0.667,75.001,258711,4
34,Billie Eilish,Six Feet Under,Six Feet Under,1h4HSaKCCKVtxxk1Ak62sw,0.582,0.289,11,-13.123,0,0.0398,0.000436,0.084,0.189,67.487,189598,4
35,John Mayer,Inside Wants Out,My Stupid Mouth - Demo Version,2Aw2LtgxU2vLoZRL6yktvc,0.414,0.322,2,-9.51,1,0.0333,6.58e-05,0.137,0.427,175.131,254960,4
36,The Glitch Mob,Drink the Sea,How To Be Eaten By A Woman,0XNwlgh3Gjikmc2tyAasXF,0.413,0.511,0,-11.183,1,0.0608,0.921,0.192,0.057,191.88,359960,4
37,Aquilo,You Won’t Know Where You Stand,You Won't Know Where You Stand,7hVgO9qODZBEOiT92JtwQp,0.638,0.583,1,-8.86,1,0.0385,0.0957,0.0827,0.205,95.044,171414,4
38,XYLØ,America EP,BLK CLD,3k6BkFw0vPLgqy9uxIgHmm,0.585,0.599,4,-7.085,0,0.0431,0.000793,0.0664,0.325,129.958,220885,4
39,Echos,Say It,Say It,22stLe806MkIPp9BOzUzpn,0.52,0.615,1,-5.682,0,0.0383,5.99e-06,0.0842,0.169,126.867,259385,4
40,John Mayer,Inside Wants Out,Quiet - EP Version,2Sdkwd9ptjUCcYR9uPECmx,0.557,0.0695,6,-14.11,1,0.0383,8.92e-05,0.104,0.126,103.23,200533,3
41,Jane XØ,Dreams,Dreams,0SiuimJvJWzVPj1n5MFsUM,0.519,0.518,6,-6.134,0,0.0784,0.0,0.0912,0.177,75.113,176033,4
42,A R I Z O N A,Let Me Touch Your Fire,Let Me Touch Your Fire,0bRXBPQ4uL0N3aGV8SVIk7,0.699,0.511,10,-7.312,0,0.0867,0.000121,0.11,0.331,157.987,218734,4
43,EDEN,Nocturne,Nocturne,4pTr2Ht8lMKBrW89ShDzZi,0.48,0.586,6,-5.882,0,0.0708,1.83e-06,0.845,0.464,124.367,197718,4
44,Oh Wonder,Oh Wonder,Shark,3wwO0kUiwpyzHdkMNoifLR,0.703,0.327,2,-7.932,1,0.0489,0.292,0.112,0.128,149.742,187424,4
45,The Wombats,Glitterbug (Deluxe Edition),Greek Tragedy,28C4nmrd7BTu0XbOmaTHZr,0.515,0.869,11,-4.732,1,0.0672,2.01e-06,0.21,0.452,93.24,209558,4
46,Oh Wonder,Oh Wonder,Body Gold,0IIdoxwlGBHhNZQkbYF3yD,0.717,0.49,11,-7.584,0,0.091,2.54e-06,0.323,0.169,135.02,184525,4
47,Muse,Origin of Symmetry,Bliss,09oOhscdjOI4JzxgP9t0x3,0.447,0.8,0,-9.482,0,0.047,0.00206,0.113,0.251,127.956,251147,4
48,Crywolf,Angels - EP,Intro (feat. emalyn),72e56jWs0mppKKB7C3NAwt,0.45,0.513,0,-6.758,1,0.0308,0.000249,0.405,0.0709,119.991,135962,4
49,Tep No,Safe Dream,Safe Dream,0Ffg0etsfpaUNwv8t0bosp,0.528,0.427,11,-8.926,0,0.0347,0.0,0.122,0.195,141.866,189071,4
50,Skrux,Essence,Essence,03OeNAtCG0dOi8BnY7LBOs,0.397,0.734,8,-6.677,0,0.062,0.234,0.174,0.264,75.058,218625,4
51,Muse,Black Holes and Revelations,Knights of Cydonia,7ouMYWpwJ422jRcDASZB7P,0.366,0.963,11,-5.301,0,0.142,0.0122,0.115,0.211,137.114,366213,4
52,Owl City,Ocean Eyes (Deluxe Version),Sunburn,5Q0drnO7ebpIei81pX61wo,0.612,0.738,0,-6.27,1,0.041,0.0,0.246,0.784,80.008,227973,4
53,ODESZA,Summer's Gone,Intro,7ISreWAUq3CMXWWJHfmPzP,0.56,0.708,4,-12.956,0,0.804,1.72e-06,0.335,0.886,108.069,34000,1
54,John Mayer,Battle Studies,"Friends, Lovers or Nothing",1wkaoS4jTVXYMUWHKVFZTk,0.526,0.672,9,-7.89,1,0.029,0.014,0.133,0.388,134.332,359240,4
55,Crywolf,Quantum Immortality,Quantum Immortality,3IADnQMci4HDnangBDMKXb,0.527,0.854,11,-3.683,0,0.0415,0.0,0.202,0.21,84.986,307059,4
56,Tycho,Epoch,Receiver,78qM62MHvNxFJLpShqmq28,0.639,0.274,2,-16.048,0,0.0424,0.897,0.0897,0.0397,125.003,255209,4
57,Brolly,Wolfe,Wolfe,21vVPqWSgNmp01uglui7SW,0.48,0.408,3,-10.663,0,0.0271,0.00789,0.0898,0.197,81.005,328261,4
58,Tycho,Epoch,Epoch,5EeNRe6Fi29tTrssVzl4dw,0.559,0.743,1,-9.447,1,0.0532,0.9,0.152,0.264,119.981,345387,4
59,John Mayer,Born and Raised,"Walt Grace's Submarine Test, January 1967",5S3NpJBqacEUrxceiAy5lI,0.44,0.372,6,-10.6,1,0.0328,5.64e-05,0.118,0.281,159.887,307987,4
60,Crywolf,Angels - EP,Whisper (feat. emalyn),3y7yxXW885ZDApaSZGpp6C,0.465,0.829,0,-4.299,1,0.0467,0.0,0.732,0.0741,128.14,242937,4
61,A R I Z O N A,Where I Wanna Be,Where I Wanna Be,47cIBPzhCAd1QxsBIFlzcJ,0.68,0.81,3,-4.98,1,0.0979,0.0,0.0592,0.625,116.974,185513,4
62,Billy Lockett,Wide Eyed (Vacant Remix),Wide Eyed - Vacant Remix,3lA8XkC8MDLVmgcMJ8f9DD,0.545,0.499,5,-12.479,0,0.15,0.116,0.117,0.2,137.966,230000,4
63,The Wombats,Glitterbug (B-Sides),Greek Tragedy - Bastille Remix,6Eo4DiuNu65PPVGhgcCMuo,0.426,0.81,8,-5.691,0,0.044,0.00102,0.107,0.517,93.779,234107,4
64,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,1.75e-05,0.119,0.599,104.655,334667,4
65,ILLENIUM,Ashes,Fortress (feat. Joni Fatora),3cn8bRbgGBwS05SalGX9HK,0.565,0.849,5,-4.911,1,0.0537,0.000724,0.698,0.465,141.955,203662,4
66,Various Artists,"Common Culture, Vol. V",Ocean Eyes,3YHmR7A8tPGPzOCJCU41il,0.519,0.363,4,-7.673,0,0.0408,0.0318,0.0855,0.17,144.866,200379,4
67,Bastille,Wild World (Complete Edition),Send Them Off!,4Wg7VfvO7NVG57R8cSPDQG,0.614,0.807,10,-3.405,0,0.0529,0.0,0.255,0.427,99.989,200987,4
68,Michl,Michl,Broken Roots,6UKQqrX26fiwC6ab7Subn2,0.578,0.58,2,-6.895,0,0.157,0.00232,0.289,0.249,145.868,226000,4
69,Bad Suns,Language & Perspective,Transpose,6W53YMBiJVsnJKFPF0SIK6,0.622,0.92,10,-3.224,0,0.0633,3.97e-05,0.142,0.625,145.965,233055,4
70,ILLENIUM,Ashes,Spirals (feat. King Deco),6XtSFFAy65MocQiaHMj2bp,0.229,0.557,1,-5.507,1,0.0363,1.7e-06,0.185,0.0564,135.029,361500,4
71,Koven,Hereinafter,Miracle,1BeZvRjriGDytDTlO6m03G,0.496,0.753,7,-5.809,1,0.0578,0.000197,0.18,0.123,128.011,228204,4
72,John Mayer,Battle Studies,Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,0.624,0.554,2,-8.113,1,0.0225,0.00131,0.299,0.311,97.031,269720,4
73,Oh Wonder,Without You (BBC Session),Without You - BBC Session,7AuVmE2RMpRCKkzNRxziwq,0.438,0.058,11,-25.753,0,0.147,2.62e-06,0.144,0.388,175.321,235320,4
74,Muse,Absolution,Time Is Running Out,2takcwOaAZWiXQijPHIx7B,0.585,0.842,9,-5.883,0,0.0556,0.00686,0.0866,0.428,118.211,237040,4
75,Bryan Adams,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),Here I Am - End Title,0gJBPDy458wPeWGHei3TvO,0.581,0.777,8,-7.122,1,0.0296,4.04e-05,0.0891,0.162,98.963,284067,4
76,Ezra Vine,Celeste EP,Celeste,23cj0rlc0UtTBaCg60VCkm,0.604,0.841,1,-5.145,1,0.0423,0.00382,0.136,0.578,138.976,203310,4
77,Owl City,All Things Bright And Beautiful,The Real World,3W09f57XX44PL8wcVWUVXK,0.546,0.803,1,-5.196,1,0.0345,0.0,0.0792,0.763,160.032,214667,4
78,Made in Heights,Without My Enemy What Would I Do,Death,3BXGptQp7PbrweltBEGrUE,0.598,0.463,1,-9.774,0,0.0679,0.369,0.381,0.216,149.998,269425,4
79,John Mayer,Room For Squares,Your Body Is a Wonderland,7vFv0yFGMJW3qVXbAd9BK9,0.647,0.729,5,-6.251,1,0.0236,0.0489,0.134,0.687,94.01,249627,4
80,Anna of the North,Us,Us,6lQeSVbeV8ySJrn1wXzdIi,0.597,0.659,9,-7.885,1,0.0359,7.07e-05,0.285,0.379,105.054,210713,4
81,Brolly,Hollow Home Rd,Hollow Home Rd,50e8CZRLfPWaP3qaXB8ttR,0.369,0.273,0,-5.71,1,0.0317,2.31e-05,0.103,0.174,146.652,263752,3
82,Muse,Black Holes and Revelations,Supermassive Black Hole,3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,7,-3.727,1,0.0439,0.00517,0.0877,0.782,120.0,212440,4
83,Haux,All We've Known,Seaside,04UiSTILl9GY5vRotNFBlJ,0.341,0.354,2,-15.346,1,0.0846,0.0782,0.155,0.117,124.872,206160,1
84,Jaymes Young,Habits of My Heart,I'll Be Good,5WLSak7DN3LY1K71oWYuoN,0.455,0.284,7,-10.774,1,0.0322,1.47e-06,0.0897,0.133,133.936,248554,3
85,Muse,The 2nd Law,Save Me,3MbkURW6xUuXYMyZz08qDo,0.313,0.765,7,-5.619,1,0.0304,0.0422,0.147,0.0822,150.139,308813,3
86,The Glitch Mob,Drink the Sea,"Starve The Ego, Feed The Soul",4q1q6kCMwDf5YUsOkTPBLE,0.415,0.528,9,-12.208,1,0.158,0.906,0.498,0.16,79.911,346267,4
87,WILDES,Bare,Bare,3uvsVUrAaGQJCTEUR1S3Sx,0.523,0.422,3,-10.385,0,0.027,0.00514,0.0898,0.145,129.876,242060,4
88,John Mayer,Continuum,Belief,35LDid9nvuYrUyZk5qGD0i,0.664,0.734,5,-8.024,1,0.0343,0.0404,0.0801,0.84,101.348,242333,4
89,Echos,Echos,Gold,4ji5w33XXRxt1hwCwrMVbN,0.482,0.691,0,-5.659,1,0.0338,4.84e-05,0.0855,0.092,116.068,249692,4
90,James Hersey,Coming Over (filous Remix),Coming Over - filous Remix,0uIDxM4fdk9zHQzbhr5Jgq,0.791,0.493,8,-11.077,1,0.0459,0.00517,0.0996,0.309,109.999,198545,4
91,Crywolf,Dysphoria,Neverland,3V092HLbhLjAXhxvZZzznu,0.626,0.766,6,-4.268,0,0.0534,0.0708,0.077,0.42,135.017,361526,4
92,John Mayer,Battle Studies,War of My Life,1Jc3tGa11ITNgph0yewlqn,0.763,0.428,6,-13.486,0,0.032,0.0889,0.106,0.474,117.938,255120,4
93,Muse,Black Holes and Revelations,Starlight,3skn2lauGk7Dx6bVIt5DVj,0.55,0.874,4,-4.046,1,0.0321,1.02e-05,0.206,0.318,121.61,240213,4
94,EDEN,End Credits,Gravity,0GxCUPDU0ePWJOeAQzNqao,0.505,0.437,11,-7.756,0,0.044,0.000169,0.114,0.247,125.38,230512,4
95,Bastille,All This Bad Blood,Of The Night,7BNDyzwDboNRR2wmd7GSew,0.67,0.829,5,-7.2,0,0.0427,0.000225,0.089,0.349,125.01,214206,4
96,John Mayer,Love on the Weekend,Love on the Weekend,0j2WBxWZnWti5TpSxjJvPb,0.729,0.546,7,-9.305,1,0.0285,0.00287,0.0651,0.406,119.941,212627,4
97,Billie Eilish,Ocean Eyes (Astronomyy Edit),Ocean Eyes (Astronomyy Edit),76dv5KLRIAejZNmYqYnFYw,0.594,0.481,4,-8.525,0,0.0353,0.0126,0.0939,0.0671,144.941,296276,4
98,The Glitch Mob,Love Death Immortality (Remixes),Our Demons - filous Remix,1xm1fY2th17DBne7qoOwl8,0.524,0.593,5,-6.69,0,0.0326,0.131,0.0929,0.119,79.986,225269,4
99,Lady Of The Sunshine,Smoking Gun,Big Jet Plane,2UOIFsOx8OJrPKkA3BaJcx,0.834,0.226,10,-11.691,0,0.0394,0.262,0.118,0.47,109.954,237187,4
100,Steven Wilson,Insurgentes (2016 Remaster),Harmony Korine,4qGpycLh5QWK8PJT1mPD2z,0.451,0.597,4,-10.669,0,0.0285,0.585,0.0704,0.109,140.047,308500,4
101,Various Artists,The Flash – Music from the Special Episode: Duet,Moon River,6WZRJoYxnqshV9kXJPJxIu,0.29,0.154,10,-11.548,1,0.033,0.0,0.118,0.185,65.924,134787,3
102,The Paper Kites,twelvefour,Revelator Eyes,4A8wLC09mcPYI6ZwM6Ia44,0.52,0.717,8,-9.016,1,0.0299,0.054,0.173,0.568,153.025,262267,4
103,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",0EUSbTvyZfo9QOcxunL9Ro,0.368,0.44,4,-11.486,1,0.0294,8.83e-05,0.966,0.285,91.799,345627,4
104,Mazzy Star,So Tonight That I Might See,Fade Into You,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,9,-13.925,1,0.0275,0.000679,0.0677,0.175,157.143,295600,3
105,The Paper Kites,twelvefour,Bleed Confusion,5cEmrGyQcCjzC994LocIjs,0.56,0.406,2,-11.134,1,0.031,0.612,0.108,0.0644,74.994,261027,4
106,The Killers,Hot Fuss,Smile Like You Mean It,4kAgnAL4WKx7YqnlL2fvMh,0.362,0.979,3,-2.581,0,0.161,0.0151,0.231,0.383,125.087,234107,4
107,Steven Wilson,Hand Cannot Erase,Hand Cannot Erase,3L6iaRFenZmnkepJ4Ey9Cm,0.619,0.789,1,-11.683,0,0.0291,0.00284,0.133,0.605,138.009,253913,3
108,Porcupine Tree,In Absentia,Trains,21g7QVCF7OFqniIIOANiVY,0.462,0.767,9,-6.913,0,0.0356,0.0153,0.125,0.237,174.271,356380,4
109,Radiohead,OK Computer,Exit Music (For a Film),4Na0siMtWOW9pJoWJ1Ponv,0.293,0.276,7,-11.353,1,0.0351,0.119,0.167,0.196,121.603,267187,4
110,John Mayer,Heavier Things,Wheel,2Jr39bnXx3WOUmdlI4S00f,0.582,0.395,10,-8.279,1,0.0274,0.000118,0.258,0.226,117.179,332827,4
111,The Killers,Day & Age,Human,7KEajVD9AUG68onXRSFZTv,0.557,0.824,10,-6.947,1,0.0776,0.000542,0.0999,0.611,135.446,245360,4
112,Alexi Murdoch,Four Songs,Song For You,6okQlv5v9VaJEzoxBUAx4S,0.501,0.104,4,-25.111,1,0.0355,0.00298,0.116,0.302,154.798,257160,4
113,John Mayer,Paradise Valley,I Will Be Found (Lost At Sea),05Ez6KwjICkscWQVTsT3f5,0.563,0.401,5,-9.073,1,0.0243,0.00305,0.158,0.277,139.863,241347,4
114,Steven Wilson,Song Of I,Song Of I,6VGxfBmJX5uq4bh4Azr2hS,0.545,0.274,8,-16.579,1,0.0443,0.663,0.0965,0.227,170.082,321905,4
115,Brandon Flowers,The Desired Effect,Between Me And You,5DjplFUhkUdqY4XuMyzpIY,0.469,0.646,0,-6.573,1,0.0376,0.000295,0.101,0.39,80.133,279267,4
116,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,7Ewz6bJ97vUqk5HdkvguFQ,0.382,0.589,9,-7.315,0,0.0267,0.0,0.122,0.335,140.059,243360,4
117,Steven Wilson,Pariah,Pariah,4oyNwtiK191hVR2XP9SQTI,0.501,0.211,6,-13.198,0,0.0324,0.111,0.209,0.0456,134.894,286225,4
118,Porcupine Tree,Deadwing (Intl Download),Arriving Somewhere But Not Here,1HbIDb6dtXMb1zNWdstsae,0.376,0.789,2,-5.032,0,0.0501,0.704,0.245,0.0483,159.975,722200,4
119,Radiohead,OK Computer,Lucky,6n7GUf2h8D2Ad2wUy5s7nE,0.206,0.4,11,-9.813,0,0.0324,0.638,0.111,0.196,133.442,258813,4
120,John Mayer,Inside Wants Out,Comfortable - EP Version,26PnyFUmYdeRG7nQrsTpHc,0.328,0.129,5,-13.523,1,0.0286,3.61e-06,0.105,0.114,84.73,299333,4
121,The Killers,Battle Born,Miss Atomic Bomb,7GHrE2ZCZ6HzF2eag3YFFP,0.56,0.733,10,-7.094,1,0.0317,2.09e-05,0.253,0.331,132.956,293507,4
122,Gorillaz,Plastic Beach,On Melancholy Hill,0q6LuUqGLUiCPP1cbdwFs3,0.689,0.739,2,-5.81,1,0.026,0.509,0.064,0.578,120.423,233867,4
123,John Mayer,Continuum,In Repair,7MRn6wgG0ReDRNYV5wJeGX,0.425,0.588,2,-6.721,1,0.0293,0.00144,0.0697,0.395,145.079,367813,4
124,Porcupine Tree,Deadwing (Intl Download),Lazarus,7My5AMVGC5KUYgsxZVOQUI,0.357,0.612,9,-6.147,1,0.0301,0.631,0.18,0.299,171.931,260613,4
125,John Mayer Trio,TRY!,Another Kind Of Green - Live In Concert,21Eln1zIL4yA6XNLEd00fc,0.408,0.623,4,-8.054,1,0.0312,0.00105,0.707,0.371,183.202,279973,3
126,John Mayer,The Search for Everything - Wave Two,Roll it on Home,5V4uopcRycrRYdibnLZ3uH,0.611,0.683,2,-6.714,1,0.0294,0.0235,0.137,0.707,154.94,204560,4
127,Porcupine Tree,In Absentia,The Sound Of Muzak,1efMsfLGwsNNNB5O6QRmcT,0.389,0.934,2,-4.404,0,0.0473,0.0235,0.123,0.475,95.147,298934,1
128,Radiohead,OK Computer,No Surprises,1bSpwPhAxZwlR2enJJsv7U,0.255,0.393,5,-10.654,1,0.0278,0.00361,0.113,0.118,76.426,229120,4
129,Clem Leek,Rest,Bless Those Tired Eyes,7tZku9Vp402YZ4wW2UYLU3,0.301,0.198,10,-18.721,0,0.0314,0.871,0.104,0.04,136.903,232221,1
130,The Pineapple Thief,Magnolia,Alone at Sea,1aYKlADXcLdEdBPlJHD0h5,0.658,0.684,0,-5.726,1,0.0751,0.234,0.0958,0.469,95.006,320787,4
131,Steven Wilson,The Raven That Refused to Sing (and Other Stories),Drive Home,4kZbYkUuDHyphD71bPMYL1,0.447,0.343,2,-11.625,1,0.0311,0.329,0.102,0.0777,123.904,457250,4
132,Made in Heights,MADE IN HEIGHTS,All The Places,7cSHrQWGkkqGXAG63bp95U,0.738,0.621,0,-7.332,1,0.0826,3.97e-05,0.0616,0.65,74.981,217600,4
133,John Mayer,Paradise Valley,You're No One 'Til Someone Lets You Down,6zQ1OjnGS4GiEOHje3tDX3,0.578,0.501,0,-12.01,1,0.0296,0.000139,0.209,0.807,96.122,165000,4
134,Radiohead,A Moon Shaped Pool,Burn the Witch,3pcCifdPTc2BbqmWpEhtUd,0.541,0.847,11,-6.52,1,0.0297,0.271,0.109,0.62,148.937,220609,4
135,The Paper Kites,twelvefour,Electric Indigo,79xbBvSiL94cKEww2amEI4,0.576,0.698,1,-8.011,1,0.035,0.198,0.117,0.698,95.978,223520,4
136,Massive Attack,Mezzanine,Teardrop,67Hna13dNDkZvBpTXRIaOJ,0.615,0.419,11,-8.8,0,0.0395,0.497,0.135,0.216,76.997,330773,4
137,Steven Wilson,Transience,Thank You,7ncXUHa2qzqVxXpCh0qe69,0.354,0.0613,7,-19.885,1,0.0342,0.00107,0.0748,0.232,168.757,279161,4
138,Sufjan Stevens,Illinois,Casimir Pulaski Day,1u1YU1LE0FWHFOHpR2iXua,0.686,0.172,8,-14.979,1,0.0409,0.00154,0.286,0.563,133.899,353947,4
139,John Mayer,Continuum,Stop This Train,3E6iea9uEmB7gRru4lyP6h,0.619,0.437,7,-11.756,1,0.0314,0.00609,0.0971,0.406,89.511,285053,4
140,The Pineapple Thief,Your Wilderness,In Exile,0mZIRxmun8Lg6Ec9NpPAmm,0.313,0.531,1,-11.61,0,0.027,0.565,0.0539,0.232,101.018,310210,4
141,The Flaming Lips,Yoshimi Battles the Pink Robots,"Yoshimi Battles the Pink Robots, Pt. 1",0ccCwNzXvr1Yoz91vKz31Z,0.555,0.902,0,-7.918,1,0.0958,0.0,0.152,0.62,156.108,287507,4
142,Dire Straits,Brothers In Arms,Why Worry?,3KRJx4PjRJBFPGFQD0p02H,0.591,0.132,4,-21.243,1,0.0296,0.553,0.271,0.106,93.714,509067,4
143,The Killers,Sam's Town,Read My Mind,7cX4PJz1old9fyFI8RlfgW,0.543,0.917,1,-3.391,1,0.0444,7.76e-05,0.104,0.329,132.246,246840,4
144,Ray LaMontagne,Ouroboros,Part One - Homecoming,4sEsqJFKJrp260Y2qXV1EK,0.28,0.322,6,-14.574,1,0.0364,0.79,0.0995,0.115,190.473,509787,3
145,Steven Wilson,The Same Asylum As Before,The Same Asylum As Before,7agoPKFUJtbEyHKUwhIrIA,0.457,0.824,4,-9.181,0,0.047,0.000658,0.32,0.518,157.976,314479,4
146,John Mayer,Inside Wants Out,Victoria - EP Version,3EaMrRGeNLb0llMv2wylUr,0.682,0.264,7,-11.915,1,0.0378,0.0019,0.102,0.219,72.891,227040,4
147,The Killers,Battle Born,The Way It Was,47uNJsq5dWelaF8prYbz26,0.661,0.8,1,-4.998,0,0.0246,1.73e-05,0.0738,0.51,105.993,231160,4
148,Various Artists,Best of Bollywood: Sufi,"Iktara (From ""Wake Up Sid"") - Male Version",0axlsMk68FmF8O7o8WzDdw,0.677,0.444,4,-6.997,1,0.0296,1.16e-05,0.308,0.516,79.996,224813,4
