name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Kites,Kites,Grynpyret,2016-12-06,['kawaii future bass'],205077,38,0.679,0.159,11,-12.039,1,0.0522,0.365,0.00555,0.111,0.387,110.086,4
More Colors,More Colors,Kidswaste,2016-12-16,"['electropop', 'indie electropop', 'indie poptimism', 'new french touch', 'vapor soul']",296401,48,0.398,0.499,5,-10.678,1,0.0689,0.0681,0.000188,0.0819,0.33,84.041,4
More Colors,More Colors,Kidswaste,2016-12-16,"['electropop', 'indie electropop', 'indie poptimism', 'new french touch', 'vapor soul']",296401,48,0.398,0.499,5,-10.678,1,0.0689,0.0681,0.000188,0.0819,0.33,84.041,4
Vision,Vision,Maximum Love,2017-01-27,['synthwave'],189312,36,0.645,0.7,6,-5.846,1,0.136,0.0324,0.0941,0.0632,0.68,100.05,4
Vision,Vision,Maximum Love,2017-01-27,['synthwave'],189312,36,0.645,0.7,6,-5.846,1,0.136,0.0324,0.0941,0.0632,0.68,100.05,4
Vision,Vision,Maximum Love,2017-01-27,['synthwave'],189312,36,0.645,0.7,6,-5.846,1,0.136,0.0324,0.0941,0.0632,0.68,100.05,4
Brahms lullaby,Hush little baby,Torben Overgaard,2020-02-07,[],95250,63,0.468,0.0314,7,-24.612,1,0.0499,0.995,0.798,0.133,0.964,129.777,4
Ten & True,"Youth, Dreams & Reality",James Quick,2016-12-09,[],257600,27,0.608,0.19,5,-11.432,0,0.0403,0.936,0.000106,0.116,0.31,74.91,4
Constellation,Origins (2011-2016),Uppermost,2017-02-10,"['complextro', 'edm', 'electro house', 'new french touch', 'vapor twitch']",262753,32,0.495,0.516,10,-11.046,0,0.0261,0.203,0.972,0.0819,0.0591,95.014,4
Touch,EP I,Mattia Cupelli,2019-12-26,['italian post-rock'],193729,48,0.465,0.169,3,-25.761,0,0.0579,0.98,0.947,0.132,0.128,121.684,3
Broken Light - J_Ashworth Diffraction Remix,Anjunadeep 08,James Grant,2016-12-09,['uk dance'],300733,20,0.61,0.867,7,-11.942,1,0.0417,0.0366,0.523,0.0981,0.227,122.103,4
Broken Light - J_Ashworth Diffraction Remix,Anjunadeep 08,James Grant,2016-12-09,['uk dance'],300733,20,0.61,0.867,7,-11.942,1,0.0417,0.0366,0.523,0.0981,0.227,122.103,4
Beneath with Me (feat. Skylar Grey) - Kaskade's V.4,Beneath with Me (feat. Skylar Grey) [Kaskade's V.4],Kaskade,2016-12-16,"['big room', 'chicago house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'progressive house', 'tropical house', 'vocal house']",253827,43,0.518,0.525,4,-6.797,0,0.0352,0.102,0.00205,0.102,0.173,125.793,4
Circadian,Circadian,Anki,2017-01-06,"['future bass', 'pop edm']",548437,18,0.172,0.883,7,-4.614,0,0.26,0.0709,0.213,0.187,0.137,170.69,4
Routine,Routine,Alan Walker,2016-11-30,['electro house'],166973,62,0.641,0.824,6,-3.706,0,0.0272,0.0624,0.0621,0.258,0.257,115.003,4
DNA,In The Dark Woods,Akira Kosemura,2017-09-15,"['compositional ambient', 'focus', 'j-ambient', 'japanese classical', 'japanese piano', 'neo-classical']",316000,46,0.525,0.271,2,-17.313,1,0.0357,0.991,0.894,0.0852,0.719,152.252,3
Beretta Lake,Beretta Lake,Teflon Sega,2016-12-09,['trap soul'],229473,49,0.582,0.602,1,-5.754,1,0.0328,0.0185,0.00409,0.0837,0.0481,113.991,4
Follow Me,Follow Me,Beauvois,2016-12-06,"['new french touch', 'vapor soul']",304020,27,0.54,0.494,11,-11.72,1,0.039,0.581,0.133,0.0977,0.0887,90.026,4
Glory Box - Live,Roseland NYC Live,Portishead,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",337200,46,0.43,0.705,3,-5.409,0,0.0339,0.149,5.08e-05,0.838,0.182,118.781,4
Glory Box - Live,Roseland NYC Live,Portishead,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",337200,46,0.43,0.705,3,-5.409,0,0.0339,0.149,5.08e-05,0.838,0.182,118.781,4
Glory Box - Live,Roseland NYC Live,Portishead,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",337200,46,0.43,0.705,3,-5.409,0,0.0339,0.149,5.08e-05,0.838,0.182,118.781,4
Glory Box - Live,Roseland NYC Live,Portishead,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",337200,46,0.43,0.705,3,-5.409,0,0.0339,0.149,5.08e-05,0.838,0.182,118.781,4
Stand By Me - Remastered,Be Here Now (Deluxe Edition) [Remastered],Oasis,1997-08-21,"['beatlesque', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'rock']",355866,51,0.192,0.824,7,-2.605,1,0.041,0.0854,0.00284,0.182,0.347,169.964,4
Miracle,Miracle,Blackmill,2011-12-21,"['chillstep', 'substep']",356091,49,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,4
Miracle,Miracle,Blackmill,2011-12-21,"['chillstep', 'substep']",356091,49,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,4
Miracle,Miracle,Blackmill,2011-12-21,"['chillstep', 'substep']",356091,49,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,4
Miracle,Miracle,Blackmill,2011-12-21,"['chillstep', 'substep']",356091,49,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,4
Allowance,Allowance,Isolée,2013-02-15,"['float house', 'german electronica', 'intelligent dance music', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",407751,40,0.772,0.436,9,-10.488,0,0.0336,0.336,0.796,0.153,0.217,120.011,4
Allowance,Allowance,Isolée,2013-02-15,"['float house', 'german electronica', 'intelligent dance music', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",407751,40,0.772,0.436,9,-10.488,0,0.0336,0.336,0.796,0.153,0.217,120.011,4
Allowance,Allowance,Isolée,2013-02-15,"['float house', 'german electronica', 'intelligent dance music', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",407751,40,0.772,0.436,9,-10.488,0,0.0336,0.336,0.796,0.153,0.217,120.011,4
Paradise,Mylo Xyloto,Coldplay,2011-10-24,"['permanent wave', 'pop']",278719,81,0.449,0.585,5,-6.762,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,4
Paradise,Mylo Xyloto,Coldplay,2011-10-24,"['permanent wave', 'pop']",278719,81,0.449,0.585,5,-6.762,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,4
Paradise,Mylo Xyloto,Coldplay,2011-10-24,"['permanent wave', 'pop']",278719,81,0.449,0.585,5,-6.762,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,4
The Changing Lights,After the Disco,Broken Bells,2014-01-13,"['alternative dance', 'alternative rock', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock', 'shimmer pop']",228546,38,0.668,0.764,4,-7.051,0,0.0373,0.286,0.0352,0.183,0.886,133.059,4
The Changing Lights,After the Disco,Broken Bells,2014-01-13,"['alternative dance', 'alternative rock', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'new rave', 'rock', 'shimmer pop']",228546,38,0.668,0.764,4,-7.051,0,0.0373,0.286,0.0352,0.183,0.886,133.059,4
Rude (Acoustic),Rude (Acoustic),MAGIC!,2014-07-14,"['pop', 'reggae fusion']",223854,66,0.736,0.847,1,-4.287,1,0.0756,0.358,0.0,0.101,0.915,143.996,4
Dark Times,Beauty Behind The Madness,The Weeknd,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",260640,68,0.501,0.403,7,-9.611,1,0.0747,0.116,1.03e-05,0.124,0.27,132.608,3
Untitled,Goodbye,Hazey Eyes,2016-10-17,"['indie electropop', 'vapor soul']",188906,24,0.72,0.488,5,-10.6,0,0.0349,0.353,0.855,0.191,0.225,95.008,4
Untitled,Goodbye,Hazey Eyes,2016-10-17,"['indie electropop', 'vapor soul']",188906,24,0.72,0.488,5,-10.6,0,0.0349,0.353,0.855,0.191,0.225,95.008,4
Puerto Elyó,La Costa,Boraj,2015-12-03,['chilean indie'],106883,15,0.511,0.197,3,-15.138,0,0.0423,0.734,0.564,0.0895,0.0917,112.122,4
Journey,Journey - Single,Tony Anderson,2015-09-11,['ambient worship'],236800,31,0.501,0.563,5,-9.408,1,0.031,0.137,0.808,0.0794,0.175,150.013,4
In Love,In Love,A Himitsu,2016-10-16,[],227607,32,0.527,0.8,4,-7.124,0,0.0427,0.0272,0.0142,0.218,0.0542,174.002,4
In Flames (feat. Crywolf),Blue Notebook No. 10,Samuel Proffitt,2015-01-27,[],170033,18,0.246,0.405,10,-8.572,1,0.0368,0.672,1.06e-05,0.111,0.175,79.141,4
Every Passing Hour,Yume,Helios,2015-09-11,"['ambient', 'compositional ambient', 'focus', 'space ambient']",288041,29,0.513,0.655,0,-11.554,0,0.0407,0.14,0.841,0.35,0.226,120.013,4
Breathe,Breathe,Stryv,2015-02-20,[],255301,23,0.687,0.659,7,-5.956,0,0.04,0.191,0.0257,0.122,0.144,110.054,4
Blowback,Blowback,Otherside,2016-05-04,['romanian electronic'],183333,33,0.725,0.681,9,-3.868,0,0.138,0.181,0.00137,0.0915,0.456,90.054,4
Blowback,Blowback,Otherside,2016-05-04,['romanian electronic'],183333,33,0.725,0.681,9,-3.868,0,0.138,0.181,0.00137,0.0915,0.456,90.054,4
Asimo,Gold Books,Patchwork Guilt,2016-04-19,[],304225,13,0.492,0.397,8,-16.374,1,0.0341,0.61,0.89,0.112,0.295,142.054,3
Emotions,Emotions - Single,Evence,2016-04-12,[],182580,27,0.748,0.537,10,-8.413,0,0.0746,0.85,0.684,0.0941,0.0935,96.009,4
Emotions,Emotions - Single,Evence,2016-04-12,[],182580,27,0.748,0.537,10,-8.413,0,0.0746,0.85,0.684,0.0941,0.0935,96.009,4
Noelles Eloquence - S.I.N. Remix,Sick Music 3,Various Artists,2012-11-26,[],271411,24,0.265,0.871,7,-4.298,0,0.0393,0.0386,0.925,0.0984,0.0467,87.477,3
Polar Light,Tell Me,David West,2016-11-28,"['progressive house', 'uplifting trance']",338611,45,0.401,0.559,10,-13.385,0,0.032,0.585,0.942,0.113,0.0378,107.991,5
Set Free - Original Mix,Set Free (Original Mix),Tube & Berger,2016-03-22,"['deep euro house', 'dusseldorf electronic', 'german techno', 'groove room', 'house', 'tech house', 'tropical house']",413280,49,0.817,0.53,6,-11.305,1,0.045,0.00567,0.196,0.0998,0.237,122.008,4
Kuch To Hua Hai,Kal Ho Naa Ho (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2003-09-20,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",319560,49,0.674,0.661,7,-7.973,1,0.0619,0.128,2.03e-05,0.283,0.458,95.966,4
Kuch To Hua Hai,Kal Ho Naa Ho (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2003-09-20,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",319560,49,0.674,0.661,7,-7.973,1,0.0619,0.128,2.03e-05,0.283,0.458,95.966,4
Box of Stones,Last Smoke Before the Snowstorm,Benjamin Francis Leftwich,2011-07-03,"['chamber pop', 'indie anthem-folk', 'indie folk', 'neo mellow', 'stomp and holler', 'york indie']",164013,30,0.558,0.494,6,-8.25,1,0.0298,0.627,0.000637,0.126,0.432,132.047,4
"Alone, Pt. II","Alone, Pt. II",Alan Walker,2019-12-27,['electro house'],179052,83,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,4
Friday - Friday,Civilian,Boy Kill Boy,2006-01-01,"['british indie rock', 'dance-punk']",122026,15,0.468,0.829,2,-4.407,1,0.0474,0.00027,0.0,0.0808,0.803,149.023,4
Strangers - Live,Roseland NYC Live,Portishead,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",320666,35,0.221,0.768,1,-5.218,0,0.0529,0.008,6.32e-05,0.952,0.403,83.814,4
Humming - Live,Roseland NYC Live,Portishead,1998-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",394800,37,0.374,0.607,4,-8.118,0,0.0498,0.56,0.0639,0.666,0.057,74.131,4
Ghost,You Haunt Me,Sir Sly,2014-09-16,"['electropop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop', 'vapor soul']",217320,43,0.321,0.777,4,-4.856,0,0.0751,0.335,0.692,0.109,0.308,85.022,4
Fanfare,Hippie Castle EP,Magic City Hippies,2015-07-24,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'miami indie', 'modern rock', 'vapor soul']",264000,58,0.585,0.62,6,-9.075,1,0.0538,0.0124,0.0164,0.135,0.725,80.021,4
Center Your Love,Vapor City,Machinedrum,2013-09-30,"['bass music', 'footwork', 'future garage', 'glitch', 'glitch hop', 'halftime dnb', 'intelligent dance music', 'minimal dnb', 'vapor twitch', 'wonky']",286083,38,0.639,0.879,0,-10.812,0,0.0511,0.147,0.599,0.106,0.338,150.023,4
Laugh,Real Sweet,Andrew Applepie,2015-11-20,"['vapor soul', 'vapor twitch']",183788,19,0.936,0.52,11,-10.33,1,0.11,0.524,0.925,0.125,0.234,123.012,4
Name Call,Slum Sociable,Slum Sociable,2017-11-24,['australian indie'],217121,29,0.555,0.6,6,-7.798,1,0.0291,0.409,0.0119,0.413,0.622,89.985,4
Memory,Memory,Tom Misch,2014-07-01,['indie soul'],340861,47,0.622,0.446,1,-8.233,1,0.0459,0.532,0.0162,0.0786,0.157,86.8,4
Stay (feat. Dive Deep),Cyclical,Daktyl,2015-04-21,['vapor twitch'],222351,29,0.581,0.685,9,-7.964,0,0.0449,0.0326,0.392,0.272,0.374,148.055,4
Gossamer - Alternate Version,Reworks,Lomea,2016-12-02,[],238622,14,0.517,0.704,10,-10.59,1,0.0484,0.335,0.767,0.11,0.247,149.996,3
Gossamer - Alternate Version,Reworks,Lomea,2016-12-02,[],238622,14,0.517,0.704,10,-10.59,1,0.0484,0.335,0.767,0.11,0.247,149.996,3
Beautiful Light,Origins (2011-2016),Uppermost,2017-02-10,"['complextro', 'edm', 'electro house', 'new french touch', 'vapor twitch']",263520,50,0.565,0.806,8,-6.521,1,0.109,0.442,4.63e-06,0.0633,0.628,91.976,4
Frameworks,Frameworks,MitiS,2016-12-19,"['chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'future bass', 'melodic dubstep', 'pop edm']",288000,39,0.51,0.89,9,-4.18,1,0.0334,0.329,0.0442,0.105,0.119,150.011,4
Frameworks,Frameworks,MitiS,2016-12-19,"['chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'future bass', 'melodic dubstep', 'pop edm']",288000,39,0.51,0.89,9,-4.18,1,0.0334,0.329,0.0442,0.105,0.119,150.011,4
Gold In Gold Out,Noir,Blue Sky Black Death,2011-04-26,"['abstract hip hop', 'downtempo']",320413,29,0.678,0.68,5,-7.36,0,0.0303,0.232,0.804,0.0703,0.362,135.988,4
Gold In Gold Out,Noir,Blue Sky Black Death,2011-04-26,"['abstract hip hop', 'downtempo']",320413,29,0.678,0.68,5,-7.36,0,0.0303,0.232,0.804,0.0703,0.362,135.988,4
Childs Play (feat. Chance the Rapper),Z,SZA,2014-04-08,"['pop', 'pop rap', 'rap']",216234,64,0.759,0.342,1,-9.044,0,0.0406,0.775,0.0,0.112,0.22,99.995,4
Spotless Mind,Souled Out,Jhené Aiko,2014-09-08,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",268973,54,0.473,0.455,9,-8.774,1,0.0339,0.201,0.15,0.142,0.33,82.717,4
What You Wanna Do,You,Jean Tonique,2015-03-30,"['filter house', 'indie soul', 'new french touch', 'nu disco']",251106,41,0.614,0.718,6,-5.669,0,0.097,0.00375,0.936,0.0601,0.453,216.093,4
Paloma - Bit Funk Remix,Wildlife,Just Kiddin,2012-05-15,"['deep groove house', 'disco house', 'edm', 'house', 'nu disco', 'tropical house', 'uk dance']",329405,32,0.802,0.615,6,-5.627,0,0.0439,0.0144,0.81,0.489,0.61,120.004,4
Paloma - Bit Funk Remix,Wildlife,Just Kiddin,2012-05-15,"['deep groove house', 'disco house', 'edm', 'house', 'nu disco', 'tropical house', 'uk dance']",329405,32,0.802,0.615,6,-5.627,0,0.0439,0.0144,0.81,0.489,0.61,120.004,4
Paloma - Bit Funk Remix,Wildlife,Just Kiddin,2012-05-15,"['deep groove house', 'disco house', 'edm', 'house', 'nu disco', 'tropical house', 'uk dance']",329405,32,0.802,0.615,6,-5.627,0,0.0439,0.0144,0.81,0.489,0.61,120.004,4
Hessdalen Light,Hessdalen Light,Orchid Mantis,2015-02-19,"['indie garage rock', 'modern dream pop']",210024,7,0.359,0.577,7,-5.81,1,0.042,0.672,0.641,0.12,0.135,120.727,4
Wizard of Meh,Wizard of Meh,Pogo,2013-06-14,['plunderphonics'],92436,42,0.685,0.706,8,-6.11,1,0.0541,0.315,0.418,0.0567,0.891,197.985,4
All The Time,Bahamas Is Afie,Bahamas,2014-08-19,"['canadian indie', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",234973,66,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,4
What U Do,What U Do,Chiefs,2015-03-10,['vapor twitch'],230341,11,0.609,0.665,6,-6.97,0,0.0565,0.0285,0.0827,0.294,0.269,144.035,4
Falafel,Beat Tape 2,Tom Misch,2015-08-28,['indie soul'],222289,47,0.833,0.366,2,-8.916,1,0.0647,0.274,0.885,0.0673,0.141,91.072,4
Still Waters,SB / / LA,Eventide,2015-08-22,[],142726,26,0.695,0.298,5,-12.457,0,0.0381,0.5,0.00268,0.117,0.15,154.067,3
Still Waters,SB / / LA,Eventide,2015-08-22,[],142726,26,0.695,0.298,5,-12.457,0,0.0381,0.5,0.00268,0.117,0.15,154.067,3
Still Waters,SB / / LA,Eventide,2015-08-22,[],142726,26,0.695,0.298,5,-12.457,0,0.0381,0.5,0.00268,0.117,0.15,154.067,3
The General,Bang Bang,Dispatch,1997-09-01,"['indie folk', 'jam band', 'modern folk rock', 'reggae rock', 'stomp and holler']",246920,63,0.541,0.675,10,-6.136,1,0.192,0.446,0.0,0.107,0.686,91.09,4
California Girls (NoMBe vs Sonny Alven) - Remix,California Girls (NoMBe vs Sonny Alven),NoMBe,2016-09-16,"['electropop', 'indie poptimism', 'indie soul', 'indietronica', 'modern alternative rock', 'modern rock', 'vapor soul']",187402,54,0.682,0.543,6,-10.529,0,0.0913,0.901,0.0542,0.0586,0.324,98.03,4
All Your Yeahs,Thank Your Lucky Stars,Beach House,2015-10-16,"['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']",228253,41,0.601,0.512,11,-11.56,1,0.0265,0.776,0.0261,0.0919,0.318,100.536,4
Sky With Hand,Noir,Blue Sky Black Death,2011-04-26,"['abstract hip hop', 'downtempo']",400453,32,0.467,0.661,8,-6.004,1,0.0285,0.00589,0.382,0.202,0.112,139.998,4
Zimbabwe - Flume Remix,Zimbabwe (Flume Remix),New Navy,2011-10-31,"['australian indie', 'shimmer pop']",213620,43,0.674,0.697,9,-8.766,0,0.0344,0.106,0.223,0.0936,0.0395,110.003,4
Skipping Rocks,Rock Creek Park,Oddisee,2011-09-06,"['alternative hip hop', 'dmv rap', 'hip hop', 'sudanese pop']",250105,40,0.594,0.841,0,-8.74,1,0.0321,0.101,0.923,0.0749,0.757,190.092,4
Faded,Dust,DJ Muggs,2003,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'turntablism', 'underground hip hop']",241706,6,0.418,0.595,7,-6.359,1,0.0278,0.000609,0.265,0.566,0.166,81.276,4
A Place Like This,A Place Like This,Majid Jordan,2014-07-17,"['alternative r&b', 'pop', 'trap soul']",261543,53,0.551,0.449,8,-11.297,1,0.0637,0.0442,0.00681,0.0831,0.392,133.558,4
Kids,Kids - Single,Lady Danville,2012-04-13,[],235862,39,0.67,0.763,9,-7.393,1,0.0364,0.112,2.22e-05,0.0916,0.348,115.945,4
Sleepless feat. Jezzabell Doran,Flume,Flume,2012-11-09,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",209376,40,0.53,0.688,9,-7.482,0,0.169,0.0335,4.91e-05,0.0886,0.389,175.13,4
It's Strange - Bee's Knees Remix,It's Strange (Remixes),Louis The Child,2016-01-15,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",212903,37,0.664,0.642,7,-8.253,1,0.0553,0.0313,0.0397,0.384,0.511,92.99,4
It's Strange - Bee's Knees Remix,It's Strange (Remixes),Louis The Child,2016-01-15,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",212903,37,0.664,0.642,7,-8.253,1,0.0553,0.0313,0.0397,0.384,0.511,92.99,4
Sweet Sixteen,Live In Cook County Jail,B.B. King,1971-01-01,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",260959,43,0.52,0.531,1,-9.397,1,0.0746,0.3,0.000386,0.701,0.657,111.934,4
Bound by Love,Bound by Love,Dispatch,2015-06-23,"['indie folk', 'jam band', 'modern folk rock', 'reggae rock', 'stomp and holler']",225009,34,0.58,0.54,7,-7.504,1,0.0259,0.468,4.72e-05,0.113,0.615,144.135,4
A Sky Full of Stars - Robin Schulz Edit,Prayer,Robin Schulz,2014-09-19,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'tropical house']",195160,41,0.638,0.847,6,-5.648,1,0.0338,0.00405,0.0419,0.4,0.333,123.042,4
Cigarettes And Chocolate,Thinking In Textures,Chet Faker,2012-03-01,[],316186,41,0.569,0.657,1,-7.571,0,0.118,0.826,0.291,0.106,0.411,124.869,4
Kalypso,Hieroglyphics EP,Sorrow,2014,"['bristol electronic', 'chillstep', 'future garage', 'substep', 'vapor twitch', 'wave']",252011,39,0.248,0.297,7,-17.13,0,0.0403,0.207,0.941,0.0931,0.061,74.018,5
Pizza Guy,Pizza Guy / Show Me,Touch Sensitive,2014-04-19,"['alternative dance', 'aussietronica', 'australian indie', 'nu disco']",349413,57,0.629,0.81,4,-5.101,0,0.0264,0.00213,0.653,0.264,0.287,105.996,4
Special Affair,Ego Death,The Internet,2015-06-26,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",176186,64,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,4
Do You Feel It?,Committed to the Crime,Chaos Chaos,2014-10-07,['la indie'],250712,63,0.678,0.662,0,-6.719,1,0.0278,0.187,0.261,0.125,0.383,139.048,4
Umbilical Moonrise,Germination,Lotus ,2003-01-01,"['jam band', 'jamtronica', 'livetronica']",856653,43,0.41,0.399,0,-13.125,1,0.0335,0.479,0.84,0.0888,0.277,92.567,4
Hostage (Ghost Remix),Hostage (Ghost Remix),Danrell x Småland,2017-01-13,[],200071,41,0.744,0.397,1,-14.375,1,0.0538,0.0331,0.122,0.0741,0.551,96.04,4
Tessellate - Bonus Track,Halcyon Days,Ellie Goulding,2013-01-01,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",236960,46,0.628,0.28,2,-10.843,1,0.0495,0.907,0.0159,0.151,0.399,129.736,4
Often,Beauty Behind The Madness,The Weeknd,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",249040,77,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,4
Soft,Within and Without,Washed Out,2011-07-12,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave', 'nu gaze', 'shimmer pop']",331880,42,0.453,0.646,4,-12.231,1,0.0452,0.0799,0.949,0.116,0.0515,114.96,4
Hush,Hush,Magic City Hippies,2016-04-08,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'miami indie', 'modern rock', 'vapor soul']",319124,52,0.622,0.752,4,-6.964,0,0.124,0.189,0.0124,0.0443,0.602,126.047,4
Drive Slow,Late Registration,Kanye West,2005-09-30,"['chicago rap', 'rap']",272226,58,0.593,0.593,11,-8.216,1,0.289,0.0306,9.94e-06,0.229,0.488,81.291,1
So High,Purrr!,Doja Cat,2014-08-05,"['la indie', 'pop']",199746,63,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91e-06,0.05,0.668,132.004,4
Salvage,Salvage,MTNS,2013-11-22,[],193984,27,0.391,0.536,7,-8.805,0,0.0303,0.0181,0.0318,0.145,0.0377,130.29,4
