name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Gnossiennes : No. 1 - Lent,Light Classical Piano,Various Artists,2016-01-28,[],343880,11,0.509,0.00741,5,-31.083,0,0.0683,0.996,0.94,0.083,0.124,128.449,3
The Whirling Ways of Stars that Pass,The Theory of Everything (Original Motion Picture Soundtrack),Jóhann Jóhannsson,2014-11-04,"['bow pop', 'compositional ambient', 'focus', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']",112555,40,0.446,0.0523,4,-26.715,0,0.081,0.99,0.97,0.0878,0.0351,101.8,5
Present Tense,Solo Piano III,Chilly Gonzales,2018-09-07,['neo-classical'],160906,19,0.439,0.186,5,-21.377,0,0.0445,0.992,0.912,0.0954,0.278,156.247,1
Steal My Star,"Home, Pt. 2",Scott Matthews,2017-03-03,['chamber pop'],277213,19,0.327,0.289,0,-13.572,0,0.0326,0.882,0.72,0.072,0.101,124.261,4
Kitni Baatein - Reprise,Lakshya (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2004-04-26,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",251013,27,0.378,0.362,8,-10.673,1,0.0412,0.424,7.88e-06,0.271,0.168,159.813,4
Lakshya,Lakshya (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2004-04-26,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",375706,49,0.64,0.743,5,-6.612,1,0.0524,0.0616,2.01e-05,0.25,0.727,94.972,4
Lakshya,Lakshya (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2004-04-26,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",375706,49,0.64,0.743,5,-6.612,1,0.0524,0.0616,2.01e-05,0.25,0.727,94.972,4
Pay No Mind,7,Beach House,2018-05-11,"['art pop', 'baltimore indie', 'chillwave', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'modern dream pop']",204466,45,0.593,0.41,3,-9.722,1,0.0239,0.238,0.587,0.117,0.27,99.721,4
I Like That,Dirty Computer,Janelle Monáe,2018-04-27,"['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']",200338,64,0.482,0.453,0,-8.864,1,0.059,0.0323,0.00243,0.149,0.17,134.799,4
Green Light,Melodrama,Lorde,2017-06-16,"['art pop', 'dance pop', 'metropopolis', 'nz pop', 'pop']",234652,75,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4
We Bought A Zoo,We Bought A Zoo (Motion Picture Soundtrack),We Bought A Zoo - Music by Jónsi,2011-12-09,[],260573,45,0.36,0.381,0,-11.758,1,0.0304,0.834,0.937,0.0965,0.0396,124.074,4
"Sitting, Waiting, Wishing",In Between Dreams,Jack Johnson,2005-01-01,['neo mellow'],183720,66,0.765,0.535,0,-7.229,1,0.0265,0.22,2.55e-05,0.104,0.548,105.019,4
Trouble Is a Friend,Lenka (Expanded Edition),Lenka,2008-09-23,['lilith'],215746,54,0.657,0.83,8,-5.174,1,0.0248,0.0318,3.91e-05,0.122,0.653,118.026,4
Lag Ja Gale Se Phir,Woh Kaun Thi? (Original Motion Picture Soundtrack),Madan Mohan,2013-11-01,"['classic bollywood', 'filmi', 'indian instrumental']",257613,39,0.317,0.452,8,-11.87,1,0.0389,0.794,0.000884,0.285,0.395,132.477,3
Intermission,Cavetown,Cavetown,2015-11-09,"['bedroom pop', 'indie pop']",97200,42,0.66,0.692,10,-15.169,0,0.0723,0.156,0.838,0.109,0.165,75.01,3
Intermission,Cavetown,Cavetown,2015-11-09,"['bedroom pop', 'indie pop']",97200,42,0.66,0.692,10,-15.169,0,0.0723,0.156,0.838,0.109,0.165,75.01,3
Shout,Songs From The Big Chair,Tears For Fears,1985-02-25,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",393666,72,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,4
Stardust,Out of the Wasteland,Lifehouse,2015-05-26,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",236940,28,0.59,0.913,7,-3.82,1,0.031,0.0947,0.0,0.09,0.668,134.026,4
Stardust,Out of the Wasteland,Lifehouse,2015-05-26,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",236940,28,0.59,0.913,7,-3.82,1,0.031,0.0947,0.0,0.09,0.668,134.026,4
Stardust,Out of the Wasteland,Lifehouse,2015-05-26,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",236940,28,0.59,0.913,7,-3.82,1,0.031,0.0947,0.0,0.09,0.668,134.026,4
Forgive & Forget,Listen,The Kooks,2014-01-01,"['brighton indie', 'indie pop', 'modern rock', 'rock']",237248,48,0.682,0.913,8,-2.494,0,0.137,0.098,3.02e-06,0.101,0.693,110.944,4
Petulia,Junk Of The Heart,The Kooks,2011-01-01,"['brighton indie', 'indie pop', 'modern rock', 'rock']",162346,28,0.772,0.275,4,-11.312,1,0.032,0.869,5.33e-06,0.138,0.422,89.895,4
Love Someone - Live from Spotify Sessions,Spotify Sessions,Jason Mraz,2014-09-16,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",421260,33,0.541,0.457,2,-11.906,1,0.468,0.486,0.0,0.27,0.342,97.07,4
Love Someone - Live from Spotify Sessions,Spotify Sessions,Jason Mraz,2014-09-16,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",421260,33,0.541,0.457,2,-11.906,1,0.468,0.486,0.0,0.27,0.342,97.07,4
Love Someone - Live from Spotify Sessions,Spotify Sessions,Jason Mraz,2014-09-16,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",421260,33,0.541,0.457,2,-11.906,1,0.468,0.486,0.0,0.27,0.342,97.07,4
Love Someone - Live from Spotify Sessions,Spotify Sessions,Jason Mraz,2014-09-16,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",421260,33,0.541,0.457,2,-11.906,1,0.468,0.486,0.0,0.27,0.342,97.07,4
Love Someone - Live from Spotify Sessions,Spotify Sessions,Jason Mraz,2014-09-16,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",421260,33,0.541,0.457,2,-11.906,1,0.468,0.486,0.0,0.27,0.342,97.07,4
Love Someone - Live from Spotify Sessions,Spotify Sessions,Jason Mraz,2014-09-16,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",421260,33,0.541,0.457,2,-11.906,1,0.468,0.486,0.0,0.27,0.342,97.07,4
Move On,Get Born,Jet,2003-09-15,"['alternative rock', 'garage rock', 'modern rock', 'rock']",260533,41,0.521,0.452,7,-5.722,1,0.0348,0.244,2.56e-06,0.315,0.135,135.649,4
Hold On,Shine On (Deluxe Edition),Jet,2016-11-25,"['alternative rock', 'garage rock', 'modern rock', 'rock']",242480,47,0.423,0.755,4,-5.343,0,0.0301,0.00704,4.38e-05,0.172,0.471,148.365,4
Rollover D.J.,Get Born,Jet,2003-09-15,"['alternative rock', 'garage rock', 'modern rock', 'rock']",196600,43,0.489,0.918,0,-3.762,1,0.0513,0.000309,8.59e-06,0.102,0.63,133.554,4
Cold Hard Bitch,Get Born,Jet,2003-09-15,"['alternative rock', 'garage rock', 'modern rock', 'rock']",243200,61,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,4
Are You Gonna Go My Way,Are You Gonna Go My Way,Lenny Kravitz,1993-03-09,"['permanent wave', 'pop rock', 'rock']",211933,73,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,4
The Final Thing on My Mind - Live @ Islington Assembly Hall,Where We Stood (In Concert),The Pineapple Thief,2017-09-08,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",604095,16,0.364,0.52,11,-12.153,0,0.0286,0.141,0.0107,0.802,0.225,129.014,4
Show a Little Love - Live @ Islington Assembly Hall,Where We Stood (In Concert),The Pineapple Thief,2017-09-08,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",260353,21,0.62,0.715,2,-10.218,0,0.0337,0.00252,0.00445,0.978,0.73,140.005,4
Khaike Paan Banaras Wala,Don (Original Motion Picture Soundtrack),Kalyanji-Anandji,1977-12-30,"['classic bollywood', 'filmi']",237200,31,0.611,0.544,3,-10.821,0,0.2,0.742,0.0,0.197,0.905,141.209,4
Friday,Tally Of The Yes Men,Goldspot,2005,[],287840,22,0.581,0.577,3,-5.289,1,0.0313,0.0876,1.77e-05,0.141,0.306,117.774,4
Friday,Tally Of The Yes Men,Goldspot,2005,[],287840,22,0.581,0.577,3,-5.289,1,0.0313,0.0876,1.77e-05,0.141,0.306,117.774,4
Groceries,In the Sky,Mallrat,2018-06-01,"['aussietronica', 'australian indie', 'australian pop', 'brisbane indie']",217284,61,0.686,0.539,0,-8.623,1,0.0348,0.13,1.94e-05,0.116,0.186,115.983,4
Over,WALLS,Kings of Leon,2016-10-14,"['modern rock', 'rock']",370586,56,0.414,0.799,2,-8.253,1,0.0335,0.00199,0.507,0.114,0.283,126.852,4
I Always Knew,Come Of Age,The Vaccines,2012-09-03,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']",214346,58,0.393,0.872,2,-2.53,1,0.0401,0.000122,0.000407,0.312,0.393,150.097,4
I Always Knew,Come Of Age,The Vaccines,2012-09-03,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']",214346,58,0.393,0.872,2,-2.53,1,0.0401,0.000122,0.000407,0.312,0.393,150.097,4
Undisclosed Desires,Undisclosed Desires,Daniel Ferri,2016-02-17,[],219574,10,0.588,0.263,6,-16.289,0,0.0372,0.583,0.0,0.139,0.265,115.938,4
The Last Great American,America Town,Five For Fighting,2000-09-26,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",179266,27,0.722,0.284,8,-13.438,1,0.0342,0.51,0.000306,0.0725,0.389,112.858,4
Never Break,Never Break EP,Langhorne Slim,2017-09-07,"['anti-folk', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'stomp and holler']",155160,42,0.501,0.175,9,-11.721,1,0.0307,0.957,0.477,0.0912,0.232,105.724,3
Love Brought Weight,Old Sea Brigade,Old Sea Brigade,2016-01-22,"['acoustic pop', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'pop folk', 'stomp and holler']",185746,61,0.367,0.326,7,-15.605,1,0.0344,0.699,0.358,0.0759,0.064,116.659,4
White Fawn,Colony of Bees,Beta Radio,2014-11-18,"['acoustic pop', 'calming instrumental', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and flutter', 'stomp and holler']",186000,38,0.536,0.288,10,-9.212,1,0.0289,0.956,4.28e-05,0.112,0.119,115.725,4
"yea, babe, no way",kinda,LANY,2016-06-24,"['la pop', 'pop']",219440,55,0.552,0.669,0,-5.237,1,0.0295,0.246,0.00081,0.0684,0.338,155.972,4
Midnight,Midnight,Daniel Ferri,2015-06-14,[],311823,1,0.647,0.233,10,-18.513,0,0.033,0.94,0.904,0.126,0.0657,126.952,4
Psycho,Psycho,Daniel Ferri,2015-03-20,[],366407,5,0.566,0.368,0,-13.951,1,0.0298,0.0312,0.382,0.256,0.0927,124.979,4
Royals,Royals,Daniel Ferri,2015-06-14,[],300355,2,0.502,0.403,4,-13.679,1,0.039,0.118,0.0,0.0872,0.203,94.961,4
The Water - feat. Laura Marling,Been Listening,Johnny Flynn,2010-10-25,"['indie folk', 'stomp and holler', 'uk americana']",254853,36,0.489,0.28,0,-11.526,1,0.03,0.855,0.000276,0.118,0.247,124.654,3
Green Leaves,Leif Erikson,Leif Erikson,2017-08-25,[],292000,22,0.506,0.551,8,-9.194,0,0.0315,0.102,0.00697,0.0978,0.572,60.758,4
Language I: Intuition,Language,The Contortionist,2014-09-16,"['alternative metal', 'deathcore', 'djent', 'melodic metalcore', 'progressive post-hardcore', 'sci-fi metal']",324106,50,0.304,0.737,5,-5.976,0,0.0379,0.0143,0.74,0.279,0.156,97.583,3
Suburban War,The Suburbs,Arcade Fire,2010,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",285133,49,0.313,0.853,5,-5.812,1,0.0372,0.0935,0.169,0.166,0.579,119.955,3
Driving Home,Last Day Of June (Original Game Soundtrack),Steven Wilson,2017-12-01,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",99602,19,0.183,0.0631,7,-17.448,0,0.0373,0.972,0.958,0.345,0.0625,134.049,4
bad_news (Bastille Vs. MNEK),"VS. (Other People’s Heartache, Pt. III)",Bastille,2014-12-01,"['metropopolis', 'modern rock', 'pop', 'pop rock']",287315,39,0.51,0.828,9,-5.167,0,0.11,0.252,0.013,0.648,0.365,82.512,4
Passenger Side,A.M.,Wilco,1995-03-28,"['alternative country', 'alternative rock', 'chicago indie', 'folk rock', 'indie pop', 'indie rock', 'rock', 'roots rock', 'stomp and holler']",214226,37,0.312,0.604,0,-8.608,1,0.0296,0.522,0.0,0.0831,0.392,183.349,4
Are You What You Want to Be?,Supermodel,Foster The People,2014-03-14,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",270840,58,0.599,0.816,6,-5.002,0,0.0514,0.00702,2.8e-06,0.508,0.595,126.02,4
Lying from You,Meteora (Bonus Edition),Linkin Park,2003-03-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",175373,60,0.535,0.951,3,-3.324,0,0.18,0.00777,0.0,0.0669,0.723,160.102,4
Love Song For A Savior,Jars Of Clay,Jars Of Clay,1995-10-24,"['ccm', 'christian alternative rock', 'christian music', 'worship']",286266,43,0.59,0.695,7,-11.385,1,0.0343,0.202,0.0,0.0824,0.504,93.534,4
Gameshow,Gameshow,Two Door Cinema Club,2016-10-14,"['indie pop', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",232586,37,0.562,0.687,9,-6.813,1,0.0434,0.00163,0.0386,0.319,0.254,131.977,4
Blue Eyes,Who You Are,Cary Brothers,2007-05-29,"['acoustic pop', 'la indie', 'neo mellow', 'pop rock']",259306,45,0.635,0.398,4,-7.893,1,0.0262,0.282,2.71e-06,0.086,0.398,112.329,3
Always Where I Need To Be,Konk,The Kooks,2008-01-01,"['brighton indie', 'indie pop', 'modern rock', 'rock']",161720,57,0.331,0.961,11,-4.627,1,0.0663,0.000146,0.0,0.322,0.882,168.355,4
John My Beloved,John My Beloved,VÉRITÉ,2017-12-29,"['brooklyn indie', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'nyc pop', 'pop', 'shimmer pop', 'vapor pop', 'vapor soul']",259673,41,0.394,0.431,7,-10.153,1,0.046,0.205,0.0,0.131,0.231,131.697,3
OctaHate,The Fool,Ryn Weaver,2015-06-02,"['electropop', 'indie pop', 'indie poptimism', 'indietronica']",204306,51,0.617,0.672,6,-6.274,1,0.0603,0.593,1.31e-05,0.106,0.361,79.979,4
The Runner (Live at the Forum),Live at the Forum,The Boxer Rebellion,2014-09-29,['indie rock'],297870,9,0.346,0.68,10,-7.78,1,0.0703,0.0262,0.00284,0.902,0.299,159.641,4
Huggin & Kissin,Big Black Delta (Deluxe),Big Black Delta,2013-04-29,['shimmer pop'],265746,55,0.255,0.939,0,-3.747,1,0.0918,8.78e-05,0.54,0.237,0.384,136.44,5
Midnight City - At Spotify Live/ 2013,Spotify Sessions,The Last Bison,2013-01-01,"['hampton roads indie', 'stomp and holler']",241386,21,0.203,0.362,11,-14.437,0,0.0438,0.221,0.003,0.147,0.242,96.729,4
Hymn for the Greatest Generation,Hymn for the Greatest Generation,Caspian,2013-11-11,"['american post-rock', 'boston rock', 'compositional ambient', 'instrumental post-rock', 'post-rock']",457226,46,0.363,0.32,9,-9.225,1,0.0306,0.161,0.672,0.081,0.0898,134.972,3
Choices,TIME / SPACE,Charlie Lim,2016-07-22,"['indie cafe pop', 'singaporean pop']",195185,27,0.616,0.327,3,-15.155,1,0.0273,0.893,0.253,0.104,0.205,142.083,4
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,"['dance pop', 'pop']",233478,81,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4
Last Leaf,Of the Blue Colour of the Sky (Extra Nice Edition),OK Go,2010-11-02,"['alternative rock', 'chicago indie', 'dance-punk', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']",153973,28,0.641,0.184,7,-11.565,1,0.051,0.882,2.4e-05,0.35,0.285,72.505,4
Winning Days,Winning Days,The Vines,2004-01-01,"['alternative rock', 'dance-punk', 'garage rock', 'modern rock', 'punk blues', 'rock']",213546,38,0.436,0.624,0,-4.989,1,0.0297,0.0271,5.53e-06,0.167,0.307,105.997,4
Zombie,Carry On The Grudge,Jamie T,2014-09-29,"['modern rock', 'new rave', 'rock']",246186,61,0.544,0.914,4,-4.337,1,0.063,0.0113,0.0,0.485,0.699,145.09,4
Zombie,Carry On The Grudge,Jamie T,2014-09-29,"['modern rock', 'new rave', 'rock']",246186,61,0.544,0.914,4,-4.337,1,0.063,0.0113,0.0,0.485,0.699,145.09,4
All the Time - Edit,All the Time (Edit),The Kooks,2018-11-09,"['brighton indie', 'indie pop', 'modern rock', 'rock']",210661,27,0.536,0.772,4,-4.08,0,0.0293,0.00152,0.0,0.108,0.541,94.016,4
Time Flies - Edit,Time Flies [edit],Porcupine Tree,2009-08-11,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",323265,27,0.537,0.671,5,-9.388,1,0.0282,0.0141,0.00159,0.117,0.607,130.705,4
Believe,Let's Go Sunshine,The Kooks,2018-08-31,"['brighton indie', 'indie pop', 'modern rock', 'rock']",254341,45,0.425,0.889,0,-3.294,1,0.0414,0.0188,2.39e-06,0.075,0.608,84.929,4
Believe,Let's Go Sunshine,The Kooks,2018-08-31,"['brighton indie', 'indie pop', 'modern rock', 'rock']",254341,45,0.425,0.889,0,-3.294,1,0.0414,0.0188,2.39e-06,0.075,0.608,84.929,4
Paranoid Android,"Radiohead, A Jazz Symphony",Noordpool Orchestra,2012-10-14,['modern big band'],399386,27,0.244,0.487,2,-8.045,0,0.0339,0.389,0.888,0.0761,0.0798,85.67,4
Poison Oak,"I'm Wide Awake, It's Morning",Bright Eyes,2005-01-25,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",279866,44,0.399,0.185,9,-11.373,1,0.0344,0.153,0.0104,0.166,0.198,96.376,4
Move Together,Chaos And The Calm,James Bay,2014-12-15,"['neo mellow', 'pop', 'pop rock']",275493,49,0.556,0.298,10,-10.842,1,0.0344,0.717,1.66e-05,0.141,0.278,130.598,3
Keep the Car Running,Neon Bible,Arcade Fire,2007,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",209093,57,0.474,0.902,2,-6.261,1,0.0349,0.362,0.0218,0.0618,0.279,96.342,4
Pusher,This Is All Yours,alt-J,2014-09-22,['indie rock'],209270,42,0.619,0.0488,2,-18.962,1,0.061,0.949,0.000523,0.131,0.101,114.685,4
Andrew's Song,Oil in Water,I The Mighty,2016-09-02,"['bay area indie', 'post-screamo', 'progressive post-hardcore', 'screamo']",247687,37,0.567,0.327,5,-9.754,0,0.03,0.419,3.46e-06,0.116,0.195,101.924,4
I Hope You Die,My Neighbor / My Creator,Wye Oak,2010-04-20,"['art pop', 'baltimore indie', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'shimmer pop', 'stomp and holler']",261040,25,0.615,0.388,6,-9.984,1,0.0261,0.595,0.0215,0.0814,0.08,114.04,4
A Song for You,A Song for You,Haliia,2015-02-01,['vapor soul'],213801,20,0.522,0.378,8,-7.679,0,0.0487,0.415,4.44e-05,0.0968,0.0652,120.003,4
A Song for You,A Song for You,Haliia,2015-02-01,['vapor soul'],213801,20,0.522,0.378,8,-7.679,0,0.0487,0.415,4.44e-05,0.0968,0.0652,120.003,4
Take You There,Sean Kingston,Sean Kingston,2008-03-11,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",236693,62,0.752,0.921,5,-4.321,0,0.0696,0.0182,0.0,0.256,0.634,115.033,4
With The Ink of a Ghost - yMusic version,With The Ink Of A Ghost,José González,2016-02-26,"['gothenburg indie', 'indie folk', 'neo mellow', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",319000,13,0.503,0.182,10,-14.053,1,0.0306,0.946,0.621,0.1,0.27,137.984,3
Thread,Young Blood EP,Saint Raymond,2014-01-21,"['english indie rock', 'indie anthem-folk', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock']",208786,32,0.645,0.574,8,-7.263,0,0.0385,0.0692,1.18e-06,0.0852,0.348,126.921,4
Medusa in Chains,"Eyes Wide, Tongue Tied (Deluxe)",The Fratellis,2015-08-21,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",193359,39,0.533,0.629,2,-7.695,1,0.0385,0.379,1.56e-06,0.166,0.297,81.524,4
Chicagoland,Before the Waves,Magic Man,2014-07-08,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop']",262720,31,0.504,0.908,2,-5.559,1,0.035,0.00243,2.42e-05,0.0646,0.341,92.083,4
Apollo,Before the Waves,Magic Man,2014-07-08,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop']",213146,31,0.562,0.909,6,-4.715,0,0.0343,0.000872,1.09e-05,0.0858,0.395,101.029,4
Texas,Before the Waves,Magic Man,2014-07-08,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop']",217000,41,0.559,0.923,4,-5.682,1,0.0603,0.00434,5.77e-06,0.115,0.448,144.978,4
Texas,Before the Waves,Magic Man,2014-07-08,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop']",217000,41,0.559,0.923,4,-5.682,1,0.0603,0.00434,5.77e-06,0.115,0.448,144.978,4
Texas,Before the Waves,Magic Man,2014-07-08,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop']",217000,41,0.559,0.923,4,-5.682,1,0.0603,0.00434,5.77e-06,0.115,0.448,144.978,4
Spider Chords,Nothing Touches Me,British India,2015-03-13,"['australian alternative rock', 'australian indie', 'garage rock revival']",205070,27,0.458,0.489,3,-7.665,1,0.0322,0.51,0.000246,0.112,0.18,114.368,4
What I Need (feat. Kehlani),Expectations,Hayley Kiyoko,2018-03-30,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop']",219520,64,0.633,0.793,10,-4.126,1,0.055,0.0537,0.0,0.16,0.414,103.97,4
