name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Mtlov (Minor Keys),Sea When Absent,A Sunny Day In Glasgow,2014,"['dream pop', 'etherpop', 'modern dream pop', 'noise pop', 'nu gaze', 'philly indie', 'shoegaze']",246760,23,0.478,0.737,8,-5.473,1,0.0284,0.00122,0.0164,0.13,0.196,114.978,4
Our Deal,Crazy For You,Best Coast,2010-06-26,"['chillwave', 'indie pop', 'indie rock', 'indie surf', 'indietronica', 'la indie', 'metropopolis', 'nu gaze']",127933,45,0.363,0.79,0,-5.592,1,0.0479,0.647,0.847,0.182,0.356,119.274,4
Who You Are,SPINN EP,SPINN,2018-04-06,"['english indie rock', 'liverpool indie']",162965,35,0.498,0.913,7,-5.505,1,0.058,0.00219,0.000108,0.352,0.565,173.074,4
Bent (Roi's Song),Is the Is Are,DIIV,2016-02-05,"['brooklyn indie', 'chillwave', 'indie pop', 'indie rock', 'indie surf', 'modern alternative rock', 'modern dream pop', 'modern rock', 'neo-psychedelic', 'nu gaze', 'shoegaze']",340366,48,0.558,0.855,2,-5.243,1,0.0343,0.00342,0.934,0.175,0.574,130.01,4
New Ways,Not to Disappear,Daughter,2016-01-15,['shimmer pop'],325860,38,0.442,0.508,2,-7.845,1,0.0336,0.348,0.576,0.319,0.14,113.663,4
Levitate,Inanimate Objects,Atlas Genius,2015-08-28,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",204400,23,0.539,0.446,5,-7.691,1,0.0263,0.459,0.0,0.133,0.226,96.984,4
Song Of The Sea,Song Of The Sea (Original Motion Picture Soundtrack),Various Artists,2014-01-01,[],162866,42,0.426,0.328,2,-13.076,0,0.0286,0.941,0.227,0.0981,0.374,83.991,4
Lost Stars,Begin Again - Music From And Inspired By The Original Motion Picture,Various Artists,2014-07-01,[],240186,58,0.531,0.322,1,-8.824,1,0.0265,0.656,1.1e-06,0.112,0.309,81.986,4
Coming Up Roses,Begin Again - Music From And Inspired By The Original Motion Picture,Various Artists,2014-07-01,[],192200,52,0.477,0.766,1,-5.323,1,0.0511,0.0572,0.000109,0.32,0.575,141.375,4
Cold Little Heart - Radio Edit,Cold Little Heart (Radio Edit),Michael Kiwanuka,2017-02-24,"['british soul', 'funk', 'neo soul', 'soul']",210299,72,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,4
What You Don't Do - Tom Misch Remix,What You Don't Do (Tom Misch Remix),Lianne La Havas,2015-08-07,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",229958,56,0.704,0.511,10,-6.778,0,0.131,0.334,0.137,0.113,0.454,93.989,4
Casimir Pulaski Day,Illinois,Sufjan Stevens,2005-07-05,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",353946,59,0.686,0.172,8,-14.979,1,0.0409,0.909,0.00154,0.286,0.563,133.899,4
Starry Starry Night,Loving Vincent (Original Soundtrack Album),Clint Mansell,2017,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",283504,42,0.321,0.282,7,-13.227,1,0.037,0.931,0.0,0.118,0.161,88.149,4
Shy,Good Thing,Leon Bridges,2018-05-04,"['modern blues', 'soul']",194493,60,0.803,0.498,8,-5.389,0,0.0611,0.285,1.29e-06,0.161,0.836,92.034,4
"Single, No Return","Single, No Return",Ten Fé,2017-11-09,['metropopolis'],265870,30,0.56,0.765,6,-5.807,1,0.0354,0.0806,0.521,0.275,0.326,168.067,4
I Already Forgot Everything You Said,Midnight Flowers,The Dig,2012-05-29,[],305359,48,0.541,0.475,2,-10.989,1,0.0378,0.522,0.144,0.0805,0.343,116.444,4
Love Somebody,Matter,St. Lucia,2016-01-29,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'nyc pop', 'shimmer pop', 'vapor soul']",300466,41,0.562,0.547,0,-6.828,0,0.0329,0.121,2.58e-06,0.159,0.503,142.578,4
Half Life,Eclipse,Twin Shadow,2015-03-09,"['alternative dance', 'art pop', 'chillwave', 'electropop', 'indie pop', 'indietronica', 'metropopolis', 'shimmer pop']",202480,39,0.548,0.689,7,-6.298,0,0.0419,0.000546,0.0,0.197,0.59,77.995,4
Warm Animal,What's It Like?,Sure Sure,2019-06-27,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'vapor soul']",211146,64,0.786,0.384,5,-8.655,1,0.0651,0.072,0.00115,0.0484,0.77,137.935,4
Saltwater,Saltwater,Geowulf,2016-07-20,['modern dream pop'],247280,57,0.551,0.825,2,-5.813,1,0.0306,0.000614,0.307,0.115,0.686,107.031,4
Saltwater,Saltwater,Geowulf,2016-07-20,['modern dream pop'],247280,57,0.551,0.825,2,-5.813,1,0.0306,0.000614,0.307,0.115,0.686,107.031,4
Loveless,Lo Moon,Lo Moon,2018-02-23,['la pop'],423280,43,0.517,0.436,10,-8.539,1,0.0295,0.02,0.123,0.0575,0.147,79.932,4
Hold Me Down,Far Shore,Yoke Lore,2016-05-06,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'indietronica', 'nyc pop', 'stomp and holler', 'vapor soul']",269293,43,0.422,0.572,2,-7.069,1,0.0321,0.00793,0.00428,0.285,0.294,145.16,4
Falls,Fallss,Bayonne,2017-01-26,['austindie'],240108,44,0.475,0.751,10,-4.806,1,0.0271,0.643,0.855,0.129,0.142,81.532,4
That Thing,Just Give In / Never Going Home,Hazel English,2017-05-26,"['electropop', 'indie rock', 'oakland indie']",188093,48,0.608,0.702,6,-6.66,0,0.0247,0.00698,0.131,0.311,0.28,104.057,4
Sign,Retrofuturism,VHS Collection,2018-11-02,"['alternative dance', 'chillwave', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'nyc pop', 'shimmer pop', 'vapor soul']",260357,49,0.686,0.603,5,-6.261,1,0.0347,0.012,0.00551,0.0865,0.0494,112.006,4
Burst,Hit the Light,Ten Fé,2017-02-03,['metropopolis'],275208,13,0.509,0.883,0,-5.967,1,0.0322,7.8e-05,0.0914,0.0852,0.448,140.042,4
I Wear Glasses,How You Gonna Stop It?,Mating Ritual,2017-06-09,"['hopebeat', 'indie poptimism', 'indietronica', 'shimmer pop', 'vapor soul']",214071,50,0.401,0.877,10,-3.303,1,0.0694,0.065,0.0463,0.321,0.343,148.009,4
The Rains,The Wilds,Henry Jamison,2017-10-27,"['indie anthem-folk', 'indie folk', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']",211794,57,0.69,0.399,6,-10.906,1,0.0281,0.648,0.0168,0.0704,0.432,117.029,4
Morning Light,Latigo EP,Wilderado,2017-07-28,"['deep new americana', 'indie folk', 'modern rock', 'new americana', 'stomp and holler']",220253,57,0.457,0.582,9,-4.971,1,0.0285,0.00592,2.39e-05,0.0847,0.335,76.049,4
1979,1979,Freedom Fry,2015-11-12,"['folk-pop', 'indie folk', 'shimmer pop', 'stomp and holler']",290518,42,0.53,0.259,7,-13.277,1,0.0298,0.914,0.00023,0.186,0.189,105.921,4
Now Is The Time (Ravenous),Feeding The Wolves (Deluxe Version),10 Years,2010-01-01,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",231160,39,0.414,0.893,6,-5.793,1,0.0482,0.00047,0.0,0.191,0.52,173.963,4
Julia,Mt. Joy,Mt. Joy,2018-03-02,"['indie folk', 'indie rock', 'modern rock', 'stomp and holler']",190453,61,0.566,0.412,5,-6.994,1,0.0267,0.681,0.017,0.0741,0.47,81.879,4
Rewind,Rewind,The Undercover Dream Lovers,2017-03-15,['vapor soul'],242377,36,0.67,0.581,2,-5.767,1,0.0273,0.132,0.0186,0.281,0.438,159.928,4
Stars,Future Generations,Future Generations,2016-07-29,['indie poptimism'],233686,51,0.388,0.842,9,-3.651,0,0.0278,0.000864,0.00295,0.322,0.475,88.335,4
Shaky Ground,Shaky Ground,Freedom Fry,2016-06-10,"['folk-pop', 'indie folk', 'shimmer pop', 'stomp and holler']",192893,55,0.721,0.507,9,-7.439,1,0.028,0.54,3.94e-06,0.114,0.43,116.05,4
Shaky Ground,Shaky Ground,Freedom Fry,2016-06-10,"['folk-pop', 'indie folk', 'shimmer pop', 'stomp and holler']",192893,55,0.721,0.507,9,-7.439,1,0.028,0.54,3.94e-06,0.114,0.43,116.05,4
Breathless,Limits of Desire,Small Black,2013-05-14,"['alternative dance', 'chillwave', 'indie pop', 'indietronica', 'metropopolis', 'nu gaze', 'shimmer pop', 'vapor soul']",226280,46,0.576,0.877,9,-4.739,0,0.0292,0.0735,0.000409,0.27,0.625,119.965,4
China Shop,Hyperion,St. Lucia,2018-09-21,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'nyc pop', 'shimmer pop', 'vapor soul']",274640,47,0.516,0.924,7,-4.381,0,0.0416,0.000203,0.000247,0.73,0.518,130.049,4
Compromised,Compromised,Tim Atlas,2016-11-02,"['indie poptimism', 'indietronica', 'vapor soul']",226234,49,0.957,0.427,11,-7.97,0,0.0539,0.162,0.00689,0.0659,0.961,108.973,4
Overflow,Hit the Light,Ten Fé,2017-02-03,['metropopolis'],231768,21,0.489,0.849,2,-5.417,1,0.0305,0.00154,0.143,0.113,0.384,150.039,4
Koreatown,Sure Sure,Sure Sure,2018-01-12,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'vapor soul']",203964,36,0.727,0.728,2,-5.722,0,0.0318,0.158,0.000893,0.0917,0.677,105.988,4
Total Zombie,Headcase,Day Wave,2015-07-17,"['bay area indie', 'chillwave', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'oakland indie', 'shimmer pop']",255505,43,0.563,0.842,4,-8.011,1,0.0284,0.325,0.293,0.157,0.729,149.001,4
Cameos,Souvenirs EP,Swimming Tapes,2017-01-27,['english indie rock'],191712,53,0.561,0.687,9,-6.336,1,0.0292,0.00791,0.0225,0.08,0.792,128.569,4
Only You,Only You,Yoke Lore,2017-04-19,"['electropop', 'indie folk', 'indie pop', 'indie poptimism', 'indietronica', 'nyc pop', 'stomp and holler', 'vapor soul']",234078,37,0.387,0.468,0,-7.652,1,0.0421,0.552,0.00119,0.292,0.141,124.929,4
Coasting,"Future Perfect, Present Tense",Ten Fé,2019-03-08,['metropopolis'],259813,44,0.64,0.593,7,-6.596,1,0.029,0.0422,0.0183,0.225,0.461,130.965,4
My Love,My Love,Frills,2017-04-28,[],198558,40,0.595,0.805,7,-6.01,1,0.0364,0.000552,0.00366,0.0876,0.499,94.017,4
Dallas Love Field,The Wilds,Henry Jamison,2017-10-27,"['indie anthem-folk', 'indie folk', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']",234000,39,0.705,0.479,0,-8.911,1,0.0362,0.575,0.000968,0.0781,0.263,120.068,4
Wait Up,Roosevelt,Roosevelt,2016-08-19,"['alternative dance', 'athens indie', 'chillwave', 'indie emo', 'indie poptimism', 'indie soul', 'indietronica', 'nu disco', 'shiver pop', 'vapor soul']",262295,40,0.634,0.789,7,-6.192,0,0.0269,0.0621,0.0248,0.102,0.712,111.968,4
Same Dark Places,Same Dark Places,JR JR,2017-03-31,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']",212589,42,0.585,0.705,0,-6.059,1,0.0443,0.192,3.65e-05,0.293,0.874,171.931,4
Never Going Home,Just Give In / Never Going Home,Hazel English,2017-05-26,"['electropop', 'indie rock', 'oakland indie']",236666,53,0.416,0.779,2,-5.647,1,0.0308,0.0713,0.73,0.0658,0.296,161.89,4
Drifty,Demos,Sjowgren,2015-04-18,"['indie pop', 'indie poptimism']",237405,47,0.397,0.188,8,-12.851,0,0.0364,0.862,0.000615,0.126,0.35,184.057,3
Echo Park,"Future Perfect, Present Tense",Ten Fé,2019-03-08,['metropopolis'],238573,31,0.772,0.672,3,-6.465,1,0.0254,0.598,0.108,0.0999,0.915,102.973,4
Fat Lady,Sure Sure,Sure Sure,2018-01-12,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'vapor soul']",171714,49,0.699,0.487,5,-7.747,1,0.0389,0.16,0.000191,0.0859,0.625,115.769,4
Olly,Falling into Pieces,Cape Francis,2017-09-22,['brooklyn indie'],234409,41,0.565,0.685,2,-10.786,1,0.0405,0.214,0.851,0.106,0.555,77.984,4
Seventeen,Seventeen,Sjowgren,2016-08-05,"['indie pop', 'indie poptimism']",225666,59,0.612,0.725,7,-5.602,1,0.0417,0.306,0.0784,0.0548,0.333,146.011,4
July Rain,Hit the Light,Ten Fé,2017-02-03,['metropopolis'],321404,15,0.609,0.604,6,-8.528,0,0.0366,0.594,0.00562,0.0809,0.4,82.541,4
Good Luck,Good Luck,The Undercover Dream Lovers,2016-10-19,['vapor soul'],276746,51,0.754,0.763,6,-6.685,1,0.0298,0.0041,0.163,0.0938,0.799,109.996,4
In the Air,Hit the Light,Ten Fé,2017-02-03,['metropopolis'],319966,29,0.611,0.872,11,-5.422,1,0.0275,0.00248,0.486,0.097,0.434,129.973,4
Feelin' Left Out,In Real Time,The Undercover Dream Lovers,2018-03-01,['vapor soul'],210561,34,0.636,0.497,0,-8.415,0,0.0503,0.0381,0.526,0.0777,0.646,172.003,4
Let Go,In Real Time,The Undercover Dream Lovers,2018-03-01,['vapor soul'],180479,49,0.81,0.344,0,-8.963,0,0.0326,0.125,0.269,0.0723,0.827,102.004,4
Searching the Blue,"Yours, Dreamily,",The Arcs,2015-08-28,"['double drumming', 'funk', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",181480,47,0.519,0.398,5,-11.594,0,0.0273,0.504,0.000117,0.11,0.51,139.408,4
Dark Matter,Signify (Remaster),Porcupine Tree,1996-06-01,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",531466,30,0.31,0.316,2,-11.656,1,0.0408,0.296,0.726,0.209,0.0331,122.909,1
Pad Fukkk,Fade,Thriftworks,2014-11-03,"['glitch hop', 'vapor twitch']",312288,32,0.45,0.667,4,-8.72,0,0.0375,0.18,0.000157,0.188,0.133,83.042,4
Pad Fukkk,Fade,Thriftworks,2014-11-03,"['glitch hop', 'vapor twitch']",312288,32,0.45,0.667,4,-8.72,0,0.0375,0.18,0.000157,0.188,0.133,83.042,4
I Will Survive - Live,The New Classics (Recorded Live!),Scott Bradlee's Postmodern Jukebox,2017-11-17,['swing'],278413,25,0.424,0.64,4,-7.474,0,0.0969,0.634,0.0,0.705,0.438,135.129,4
Every Breath You Take,Jazz Me Outside Pt. 2,Scott Bradlee's Postmodern Jukebox,2018-03-22,['swing'],200360,32,0.351,0.351,3,-7.628,1,0.0496,0.816,1.59e-06,0.457,0.238,157.699,3
High & Dry,Blue Mirror,Scott Bradlee's Postmodern Jukebox,2018-09-20,['swing'],244250,27,0.243,0.349,10,-6.864,1,0.0327,0.748,0.0,0.102,0.118,87.197,4
Africa,Blue Mirror,Scott Bradlee's Postmodern Jukebox,2018-09-20,['swing'],210428,38,0.51,0.691,2,-5.586,1,0.0311,0.473,0.000375,0.102,0.784,105.041,4
Kids Again - Radio Edit,Live Life Living,Example,2014-08-12,"['dance pop', 'grime', 'hip house', 'house', 'tropical house', 'uk dance']",192160,17,0.512,0.908,0,-3.788,0,0.0481,0.00849,0.0,0.33,0.482,127.953,4
Morning,Steady Now,William Wild,2016-03-04,"['indie folk', 'knoxville indie']",262571,49,0.384,0.393,2,-10.532,1,0.0293,0.877,0.00071,0.107,0.287,141.948,4
Forever Bound,Panophobia,Von Grey,2015-08-14,[],231566,35,0.593,0.286,2,-8.606,1,0.0404,0.433,0.000577,0.0756,0.157,130.084,4
Prepare Yourself,The Sky Moves Sideways (Remaster),Porcupine Tree,1995-02-03,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",118640,21,0.211,0.169,9,-19.284,1,0.0344,0.966,0.966,0.174,0.0341,159.793,5
Apple Pies & Butterflies,Beat Tape 1,Blue Wednesday,2016-11-25,"['chillhop', 'lo-fi beats']",196231,34,0.846,0.377,10,-13.698,0,0.169,0.385,0.847,0.0409,0.606,100.028,4
Banana Co,Street Spirit (Fade Out),Radiohead,1996-01-22,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",141680,37,0.325,0.478,7,-9.373,1,0.0322,0.136,0.00412,0.0858,0.341,81.039,4
No Hammer to Hold,Prologue,The Milk Carton Kids,2011-07-19,"['indie folk', 'new americana', 'progressive bluegrass', 'stomp and flutter', 'stomp and holler']",193040,26,0.627,0.177,10,-15.197,1,0.0352,0.87,0.000182,0.216,0.354,133.054,4
No Hammer to Hold,Prologue,The Milk Carton Kids,2011-07-19,"['indie folk', 'new americana', 'progressive bluegrass', 'stomp and flutter', 'stomp and holler']",193040,26,0.627,0.177,10,-15.197,1,0.0352,0.87,0.000182,0.216,0.354,133.054,4
No Hammer to Hold,Prologue,The Milk Carton Kids,2011-07-19,"['indie folk', 'new americana', 'progressive bluegrass', 'stomp and flutter', 'stomp and holler']",193040,26,0.627,0.177,10,-15.197,1,0.0352,0.87,0.000182,0.216,0.354,133.054,4
Purple Yellow Red and Blue,Evil Friends,Portugal. The Man,2013-05-31,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']",249746,59,0.601,0.859,4,-6.311,0,0.0397,0.0351,0.331,0.144,0.431,101.003,4
The Yacht Club,All Things Bright And Beautiful,Owl City,2011-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",272720,33,0.665,0.769,1,-6.498,1,0.0335,0.0158,9.9e-06,0.385,0.801,130.006,4
Stay the Night,Some Kind of Trouble (Deluxe Edition),James Blunt,2010-11-08,"['neo mellow', 'pop', 'pop rock']",216333,60,0.528,0.886,11,-6.249,0,0.0329,0.0159,0.0,0.0758,0.8,96.001,4
Thin Ice Reimagined,Before the Flood (Music from the Motion Picture),Trent Reznor and Atticus Ross,2016-10-28,['soundtrack'],369482,24,0.196,0.215,0,-20.751,1,0.0326,0.936,0.783,0.11,0.0672,73.612,3
Undertale,UNDERTALE Soundtrack,Toby Fox,2016-06-03,['indie game soundtrack'],381535,54,0.552,0.411,0,-14.794,0,0.0241,0.0389,0.804,0.152,0.367,101.936,4
Undertale,UNDERTALE Soundtrack,Toby Fox,2016-06-03,['indie game soundtrack'],381535,54,0.552,0.411,0,-14.794,0,0.0241,0.0389,0.804,0.152,0.367,101.936,4
Norway,Lost Tapes,Lambert,2016-10-28,"['compositional ambient', 'focus', 'neo-classical']",93573,18,0.28,0.039,0,-23.604,1,0.0377,0.957,0.723,0.105,0.28,185.216,4
Gospel,Boxer (Standard Version),The National,2007-05-22,"['indie rock', 'modern rock']",269200,43,0.574,0.31,0,-12.369,1,0.0272,0.827,0.499,0.107,0.214,83.013,4
Fool's Paradise,Fool's Paradise,XYLØ,2016-08-05,"['electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul']",203503,29,0.542,0.774,11,-5.11,0,0.0644,0.00159,0.000513,0.259,0.203,83.972,4
character,PURE,Cö Shu Nie,2019-12-11,"['anime', 'anime score', 'j-pixie', 'otacore']",147733,36,0.22,0.94,0,-2.999,1,0.215,0.00373,0.0,0.469,0.254,178.354,4
The hole,Sympa,King Gnu,2019-01-16,['j-pop'],275733,42,0.51,0.445,5,-6.014,0,0.0255,0.655,0.0,0.11,0.111,75.012,4
Bedtown,Sympa,King Gnu,2019-01-16,['j-pop'],185466,32,0.619,0.99,7,-3.74,1,0.216,0.0737,0.0,0.0695,0.501,120.018,4
Sweet Emotion,Listen,The Kooks,2014-01-01,"['brighton indie', 'indie pop', 'modern rock', 'rock']",308569,58,0.764,0.829,1,-5.261,1,0.0711,0.0459,0.000184,0.104,0.606,98.02,4
Radio War,Our Endless Numbered Days,Iron & Wine,2004-03-23,"['acoustic pop', 'chamber pop', 'indie folk', 'indie pop', 'neo mellow', 'stomp and holler']",116093,37,0.42,0.206,7,-15.579,1,0.064,0.857,3.57e-05,0.316,0.443,97.841,4
"Slow Dancing in a Burning Room - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",319226,57,0.514,0.536,1,-7.13,0,0.0288,0.2,8.45e-05,0.727,0.451,133.848,4
The Sage,Atone,White Moth Black Butterfly,2017-09-01,[],221440,22,0.467,0.406,2,-13.293,0,0.0314,0.805,0.268,0.127,0.37,150.011,4
An Ocean Away,Atone,White Moth Black Butterfly,2017-09-01,[],178986,27,0.488,0.469,6,-11.926,0,0.0314,0.588,0.4,0.108,0.14,110.98,4
Evelyn,Atone,White Moth Black Butterfly,2017-09-01,[],283240,19,0.42,0.482,7,-13.251,1,0.0381,0.447,0.201,0.104,0.166,140.017,3
Symmetry,Atone,White Moth Black Butterfly,2017-09-01,[],186506,22,0.497,0.557,0,-14.568,0,0.0365,0.797,0.893,0.103,0.607,174.014,4
III: Deep Earth,Atone,White Moth Black Butterfly,2017-09-01,[],195106,16,0.328,0.28,10,-19.22,0,0.0835,0.77,0.955,0.0985,0.119,130.766,4
Atone,Atone,White Moth Black Butterfly,2017-09-01,[],201773,20,0.443,0.467,0,-13.744,0,0.0456,0.66,0.0793,0.294,0.223,119.663,4
"Tapout (Instrumental Karaoke) [Originally Performed by Rich Gang Feat. Lil Wayne, Birdman, Mack Maine, Nicki Minaj & Future]","Tapout (Instrumental Karaoke) [Originally Performed by Rich Gang Feat. Lil Wayne, Birdman, Mack Maine, Nicki Minaj & Future]",Sing Like The Famous!,2013-10-17,[],314953,0,0.743,0.509,7,-9.968,0,0.0441,0.00862,0.827,0.111,0.283,144.031,5
"Tapout (Instrumental Karaoke) [Originally Performed by Rich Gang Feat. Lil Wayne, Birdman, Mack Maine, Nicki Minaj & Future]","Tapout (Instrumental Karaoke) [Originally Performed by Rich Gang Feat. Lil Wayne, Birdman, Mack Maine, Nicki Minaj & Future]",Sing Like The Famous!,2013-10-17,[],314953,0,0.743,0.509,7,-9.968,0,0.0441,0.00862,0.827,0.111,0.283,144.031,5
True Love Waits,Changeling,Camille O'Sullivan,2012-08-12,['dark cabaret'],339346,29,0.532,0.288,9,-19.978,0,0.0331,0.89,0.766,0.106,0.062,140.005,4
True Love Waits,Changeling,Camille O'Sullivan,2012-08-12,['dark cabaret'],339346,29,0.532,0.288,9,-19.978,0,0.0331,0.89,0.766,0.106,0.062,140.005,4
Feasting on the Flowers,The Getaway,Red Hot Chili Peppers,2016-06-17,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",202933,55,0.67,0.75,6,-5.502,0,0.0583,0.137,3.53e-06,0.197,0.88,82.041,4
Every Day,Before the Waves,Magic Man,2014-07-08,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop']",219946,28,0.649,0.875,9,-6.28,1,0.0539,0.0361,1.17e-05,0.224,0.674,119.586,4
White Mist,Dissolution,The Pineapple Thief,2018-08-31,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",665583,35,0.319,0.674,0,-12.588,0,0.0325,0.015,0.158,0.191,0.198,116.968,4
Traveling Song,The Fool,Ryn Weaver,2015-06-02,"['electropop', 'indie pop', 'indie poptimism', 'indietronica']",194133,39,0.518,0.372,9,-10.633,1,0.0361,0.858,0.0,0.414,0.628,147.241,4
Panic Attack in My Local KFC,Songs from the Swamp,Ollie MN,2017-09-24,"['indie pop', 'lo-fi beats']",188029,38,0.579,0.179,0,-15.514,1,0.0321,0.988,0.00777,0.329,0.216,112.952,4
Georgia Boys,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],213586,30,0.669,0.565,4,-11.495,0,0.031,0.355,0.802,0.3,0.124,111.025,4
