name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Ansel,Strangers to Ourselves,Modest Mouse,2015-03-13,"['alternative rock', 'dance-punk', 'double drumming', 'indie pop', 'indie rock', 'modern rock', 'rock', 'washington indie']",176493,39,0.651,0.819,2,-4.405,1,0.0379,0.0595,0.00297,0.144,0.773,96.532,4
Seeds,Seeds,TV On The Radio,2014-11-17,"['alternative dance', 'alternative rock', 'brooklyn indie', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",284722,34,0.352,0.878,8,-5.327,1,0.0676,0.0103,0.00136,0.139,0.36,184.054,4
Ego Tripping at the Gates of Hell,Yoshimi Battles the Pink Robots,The Flaming Lips,2002-05-13,"['alternative rock', 'art rock', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",271466,43,0.589,0.848,5,-6.954,1,0.0516,0.0332,0.0648,0.0486,0.854,87.553,4
Challengers,Challengers,The New Pornographers,2007-08-21,"['alternative rock', 'anti-folk', 'canadian indie', 'indie pop', 'indie rock', 'modern power pop', 'modern rock', 'stomp and holler', 'vancouver indie']",211533,46,0.594,0.396,2,-9.136,1,0.0295,0.865,0.0698,0.115,0.319,83.325,4
Sweet,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",291640,56,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,4
Kandhon Se Milte Hain Kandhe,Lakshya (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy,2004-04-26,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",340733,47,0.793,0.575,4,-7.363,1,0.0374,0.616,0.0,0.107,0.748,112.011,4
I - String ver.,Yiruma Special Album 'First Love (Repackage)' [The Original & the Very First Recording],Yiruma,2005-05-19,"['neo-classical', 'new age piano']",255001,25,0.345,0.11,0,-17.853,1,0.0329,0.982,0.807,0.22,0.137,127.481,4
Wake,Hospice,The Antlers,2009-06-23,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",524026,37,0.279,0.352,2,-12.276,1,0.0393,0.952,0.905,0.435,0.0985,104.382,4
Carry You Home,All the Lost Souls,James Blunt,2007-09-17,"['neo mellow', 'pop', 'pop rock']",234640,62,0.582,0.507,2,-9.021,1,0.0313,0.671,1.21e-06,0.136,0.217,83.019,4
Carry You Home,All the Lost Souls,James Blunt,2007-09-17,"['neo mellow', 'pop', 'pop rock']",234640,62,0.582,0.507,2,-9.021,1,0.0313,0.671,1.21e-06,0.136,0.217,83.019,4
Hotel California - 2013 Remaster,Hotel California (2013 Remaster),Eagles,1976-12-08,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",391376,84,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
Humein Tumse Pyaar Kitna,Jhankaar Beats (Original Motion Picture Soundtrack),Vishal-Shekhar,2003-05-06,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",262493,28,0.636,0.872,8,-10.873,0,0.0552,0.0978,0.000171,0.0971,0.55,135.019,4
Humein Tumse Pyaar Kitna,Jhankaar Beats (Original Motion Picture Soundtrack),Vishal-Shekhar,2003-05-06,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",262493,28,0.636,0.872,8,-10.873,0,0.0552,0.0978,0.000171,0.0971,0.55,135.019,4
Derry,IT (Original Motion Picture Soundtrack),Benjamin Wallfisch,2017-09-08,"['british soundtrack', 'deep soundtrack', 'scorecore', 'soundtrack']",144146,27,0.101,0.0758,4,-24.139,0,0.0454,0.967,0.972,0.123,0.0275,90.337,4
"Georgie, Meet Pennywise",IT (Original Motion Picture Soundtrack),Benjamin Wallfisch,2017-09-08,"['british soundtrack', 'deep soundtrack', 'scorecore', 'soundtrack']",218826,27,0.169,0.213,5,-21.524,1,0.0477,0.447,0.572,0.273,0.0383,75.461,4
Paper Boat,IT (Original Motion Picture Soundtrack),Benjamin Wallfisch,2017-09-08,"['british soundtrack', 'deep soundtrack', 'scorecore', 'soundtrack']",115146,28,0.216,0.0527,7,-23.777,0,0.0329,0.884,0.865,0.0582,0.0386,68.717,3
Every 27 Years,IT (Original Motion Picture Soundtrack),Benjamin Wallfisch,2017-09-08,"['british soundtrack', 'deep soundtrack', 'scorecore', 'soundtrack']",156853,37,0.258,0.0706,4,-23.893,1,0.0414,0.962,0.781,0.107,0.0362,117.755,5
If It All Comes Down to You,Until All the Ghosts Are Gone,Anekdoten,2015-04-10,"['art rock', 'canterbury scene', 'italian progressive rock', 'neo-progressive', 'progressive rock', 'swedish prog', 'symphonic rock']",352706,35,0.241,0.689,11,-10.145,0,0.0477,0.0877,0.936,0.0986,0.245,156.009,3
White Gloves,The Universe Smiles Upon You,Khruangbin,2015-11-06,"['neo-psychedelic', 'soul']",218306,67,0.635,0.3,2,-13.957,0,0.0285,0.707,0.829,0.574,0.772,91.452,4
We Will Rock You - Remastered,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),Queen,2011,"['classic rock', 'glam rock', 'rock']",121813,27,0.7,0.495,2,-7.213,1,0.0849,0.662,0.0,0.242,0.506,81.087,4
We Will Rock You - Remastered,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),Queen,2011,"['classic rock', 'glam rock', 'rock']",121813,27,0.7,0.495,2,-7.213,1,0.0849,0.662,0.0,0.242,0.506,81.087,4
Rut,Wonderful Wonderful,The Killers,2017-09-22,"['modern rock', 'permanent wave', 'rock']",264480,51,0.639,0.513,1,-6.91,1,0.0305,0.0703,0.00242,0.102,0.124,117.007,4
The Man,Wonderful Wonderful,The Killers,2017-09-22,"['modern rock', 'permanent wave', 'rock']",250093,67,0.606,0.942,6,-2.598,0,0.115,0.0737,2.23e-06,0.0709,0.519,106.02,4
Wonderful Wonderful,Wonderful Wonderful,The Killers,2017-09-22,"['modern rock', 'permanent wave', 'rock']",310506,52,0.448,0.746,8,-6.089,1,0.06,0.0124,0.651,0.108,0.208,140.088,4
Where We Stood,Your Wilderness,The Pineapple Thief,2016-08-12,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",225113,31,0.456,0.259,6,-16.768,0,0.0303,0.647,0.0762,0.101,0.116,101.087,4
Put You Back Together,Put You Back Together,NIHILS,2016-11-25,[],175443,30,0.552,0.502,4,-6.831,0,0.0363,0.153,0.0244,0.0865,0.139,173.979,4
Rise,1972,Josh Rouse,2003,['alternative country'],310240,32,0.708,0.429,3,-12.13,1,0.0272,0.181,0.0356,0.101,0.413,129.921,4
Flares,No Sound Without Silence,The Script,2014-09-15,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",229320,58,0.292,0.351,0,-9.883,0,0.0351,0.408,0.0,0.055,0.0658,164.252,4
Dooba Dooba,Boondein,Silk Route,1983-05-06,"['modern bollywood', 'sufi']",303020,44,0.716,0.562,5,-8.741,1,0.0315,0.529,0.000133,0.0928,0.533,105.004,4
Bonfire Heart,Moon Landing,James Blunt,2013-10-18,"['neo mellow', 'pop', 'pop rock']",238000,50,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021,4
O Re Piya,Aaja Nachle (Original),Salim–Sulaiman,2007-10-18,"['desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']",379768,59,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,4
Raider II,Grace for Drowning,Steven Wilson,2011-09-27,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",1401213,23,0.258,0.426,2,-14.112,0,0.0509,0.0753,0.598,0.0983,0.0365,133.668,3
Alvida,Life In A Metro (Original Motion Picture Soundtrack),Pritam,2007-03-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",338586,45,0.287,0.655,2,-5.566,1,0.0372,0.594,7.51e-06,0.11,0.239,84.015,4
Cosmic Angel - Acoustic From Capitol Studios,Cosmic Angel (Acoustic From Capitol Studios),Grizfolk,2016-03-18,"['hopebeat', 'indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler', 'swedish alternative rock']",257194,41,0.639,0.461,6,-8.26,0,0.0493,0.357,5.66e-05,0.112,0.264,117.583,4
The Way You Touch Me,7,Enrique Iglesias,2003,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",230733,22,0.571,0.931,10,-4.077,1,0.0516,0.00308,0.0407,0.113,0.661,115.04,4
Neighborhood #4 (7 Kettles),Funeral,Arcade Fire,2004-06-16,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",289733,46,0.472,0.41,7,-12.948,1,0.0291,0.817,0.038,0.125,0.301,107.923,4
Saying Goodbye,Time Machine,Joe Satriani,1993-10-26,"['album rock', 'hard rock', 'instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",173520,16,0.326,0.056,9,-18.816,0,0.0421,0.982,0.586,0.107,0.0387,114.572,4
Cascade,Past Is Prologue,Tycho,2006-10-25,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']",238666,31,0.568,0.929,0,-5.989,1,0.0662,0.00565,0.723,0.116,0.356,149.986,4
All We Ever Do Is Run,All We Ever Do Is Run,Caper Clowns,2017-01-09,[],160413,0,0.633,0.741,10,-7.743,1,0.0273,0.272,6.31e-05,0.218,0.678,104.96,4
All We Ever Do Is Run,All We Ever Do Is Run,Caper Clowns,2017-01-09,[],160413,0,0.633,0.741,10,-7.743,1,0.0273,0.272,6.31e-05,0.218,0.678,104.96,4
Yeh Dooriyan,Love Aaj Kal (Original Motion Picture Soundtrack),Pritam,2020-02-14,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",241636,60,0.615,0.568,7,-7.839,0,0.0304,0.695,0.054,0.0964,0.317,109.987,4
How You Like Me Now,The House That Dirt Built,The Heavy,2009-10-05,"['bath indie', 'funk', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",217493,59,0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,4
Hostiles,Everyday Robots,Damon Albarn,2014-04-22,['downtempo'],249573,40,0.581,0.477,1,-11.343,0,0.0322,0.506,0.162,0.0983,0.335,100.024,4
Do You Know? (The Ping Pong Song),Insomniac,Enrique Iglesias,2007-01-01,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",218053,52,0.755,0.763,8,-4.328,1,0.0501,0.0513,0.0,0.0326,0.696,114.992,4
Do You Know? (The Ping Pong Song),Insomniac,Enrique Iglesias,2007-01-01,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",218053,52,0.755,0.763,8,-4.328,1,0.0501,0.0513,0.0,0.0326,0.696,114.992,4
Naive,Building An Empire,Demians,2008,"['neo-progressive', 'progressive alternative', 'symphonic rock']",294000,16,0.442,0.903,0,-5.723,1,0.0415,0.000581,0.00633,0.689,0.198,89.977,4
Naive,Building An Empire,Demians,2008,"['neo-progressive', 'progressive alternative', 'symphonic rock']",294000,16,0.442,0.903,0,-5.723,1,0.0415,0.000581,0.00633,0.689,0.198,89.977,4
Naive,Building An Empire,Demians,2008,"['neo-progressive', 'progressive alternative', 'symphonic rock']",294000,16,0.442,0.903,0,-5.723,1,0.0415,0.000581,0.00633,0.689,0.198,89.977,4
Naive,Building An Empire,Demians,2008,"['neo-progressive', 'progressive alternative', 'symphonic rock']",294000,16,0.442,0.903,0,-5.723,1,0.0415,0.000581,0.00633,0.689,0.198,89.977,4
Good Song,Think Tank [Special Edition],Blur,2003,"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",187680,44,0.652,0.493,5,-9.113,1,0.0289,0.212,0.538,0.188,0.723,168.554,4
Home,A Song For Every Moon,Bruno Major,2017-08-31,"['indie r&b', 'pop']",200620,62,0.479,0.446,11,-7.291,1,0.0377,0.825,2.49e-06,0.0926,0.118,130.63,4
Out The Airlock,Everything Is True,Paul Dempsey,2011-06-28,"['australian alternative rock', 'australian indie']",215506,9,0.552,0.29,1,-10.768,1,0.0262,0.923,0.000246,0.0836,0.362,96.061,4
Make Believe,Supergiant Blues / Drip,Astronaut Husband,2013-01-18,['wisconsin indie'],235700,38,0.466,0.0235,9,-27.742,1,0.0448,0.846,0.307,0.0807,0.259,107.632,3
The Morning Calls Your Name,Light Runs After Us,"Speak, Brother",2016-03-25,"['coventry indie', 'indie anthem-folk']",236000,3,0.244,0.179,5,-12.472,1,0.0322,0.822,0.0,0.231,0.225,41.586,3
Day to Day,The Outdoor Type EP,The Outdoor Type,2015-05-01,[],196533,13,0.581,0.266,1,-9.609,1,0.0321,0.798,0.0154,0.112,0.395,84.311,4
Hero,Escape,Enrique Iglesias,2001-01-01,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",264600,63,0.581,0.651,7,-5.617,1,0.0392,0.143,1.05e-05,0.107,0.146,151.959,4
Hero,Escape,Enrique Iglesias,2001-01-01,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",264600,63,0.581,0.651,7,-5.617,1,0.0392,0.143,1.05e-05,0.107,0.146,151.959,4
Tú Sí Sabes Quererme (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",Natalia Lafourcade,2017-05-05,"['latin', 'latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",244933,66,0.664,0.46,1,-10.974,0,0.105,0.782,3.2e-06,0.176,0.792,170.057,4
Let Me In,Laminate Pet Animal,Snowmine,2011-05-03,[],219226,46,0.188,0.675,6,-6.188,1,0.0379,0.206,0.0962,0.662,0.617,70.682,4
Killing Me To Love You,Revival,Vancouver Sleep Clinic,2017-04-07,"['indie anthem-folk', 'vapor pop', 'vapor soul']",202733,46,0.383,0.614,9,-9.129,1,0.0342,0.0249,0.0794,0.131,0.234,167.592,4
Journey,Tides,Phaeleh,2013-07-01,"['bristol electronic', 'chillstep', 'future garage', 'substep']",302537,35,0.531,0.648,11,-9.696,1,0.0303,0.00197,0.918,0.106,0.185,139.974,4
II,The Hollow Men,Axel Thesleff,2015-06-09,"['bass trap', 'finnish edm']",477000,25,0.5,0.153,4,-11.724,1,0.319,0.628,0.818,0.11,0.0711,114.999,4
Baptize,Baptize,RKCB,2015-10-21,"['alternative r&b', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'vapor soul', 'vapor twitch']",247912,43,0.409,0.302,7,-10.184,1,0.0519,0.865,0.000563,0.137,0.186,90.257,4
All Is Well,You and Me for Now,Austin Basham,2018-07-27,['indie folk'],256693,59,0.34,0.419,11,-12.244,1,0.0337,0.859,0.00211,0.141,0.263,99.938,4
She Has No Time,Hopes And Fears,Keane,2004-01-01,"['modern rock', 'neo mellow', 'piano rock', 'pop rock', 'rock']",345866,37,0.528,0.565,0,-8.857,1,0.0313,0.512,0.000333,0.0707,0.105,141.988,4
She Has No Time,Hopes And Fears,Keane,2004-01-01,"['modern rock', 'neo mellow', 'piano rock', 'pop rock', 'rock']",345866,37,0.528,0.565,0,-8.857,1,0.0313,0.512,0.000333,0.0707,0.105,141.988,4
Sweetwater Stride,Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",41553,34,0.83,0.156,4,-16.713,0,0.223,0.992,0.89,0.263,0.4,120.067,4
Sweetwater Stride,Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",41553,34,0.83,0.156,4,-16.713,0,0.223,0.992,0.89,0.263,0.4,120.067,4
Sweetwater Stride,Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",41553,34,0.83,0.156,4,-16.713,0,0.223,0.992,0.89,0.263,0.4,120.067,4
Zara Sa,Jannat (Original Motion Picture Soundtrack),Pritam,2008-03-07,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",303680,57,0.467,0.91,11,-3.057,0,0.0516,0.12,0.000308,0.271,0.696,163.792,4
Emmylou,Emmylou,Vance Joy,2013,"['folk-pop', 'modern rock', 'pop', 'pop rock']",280653,48,0.591,0.41,9,-8.762,0,0.0229,0.599,0.000346,0.189,0.308,96.003,4
Christiania - Live,Live at Vega,Kaizers Orchestra,2006-03-06,"['classic norwegian pop', 'dark cabaret', 'norwegian alternative rock', 'norwegian indie', 'norwegian pop', 'norwegian rock']",290440,1,0.559,0.616,0,-7.135,0,0.031,0.51,0.0118,0.363,0.259,113.45,4
Christiania - Live,Live at Vega,Kaizers Orchestra,2006-03-06,"['classic norwegian pop', 'dark cabaret', 'norwegian alternative rock', 'norwegian indie', 'norwegian pop', 'norwegian rock']",290440,1,0.559,0.616,0,-7.135,0,0.031,0.51,0.0118,0.363,0.259,113.45,4
The Last Dive of David Shaw,Departure Songs,We Lost The Sea,2015-11-27,"['atmospheric post-metal', 'australian post-rock', 'cinematic post-rock', 'instrumental post-rock', 'post-rock']",1016598,22,0.254,0.17,4,-12.787,1,0.0349,0.0264,0.733,0.0893,0.0374,97.65,3
Quick Musical Doodles,First Steps,Two Feet,2016-07-29,"['indie poptimism', 'modern rock']",144000,68,0.688,0.349,6,-7.182,0,0.27,0.241,0.685,0.374,0.433,169.773,4
On Your Porch,Interventions and Lullabies,The Format,2003-10-21,['indie pop'],311706,43,0.613,0.423,0,-10.794,1,0.0286,0.58,0.00414,0.118,0.481,122.001,4
Fix You,X&Y,Coldplay,2005-06-07,"['permanent wave', 'pop']",295533,82,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
Mere Bina - Unplugged,Crook (Original Motion Picture Soundtrack),Pritam,2010-09-03,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",294760,31,0.405,0.733,2,-4.017,1,0.0876,0.593,0.0,0.383,0.468,77.56,4
Ocean of Noise,Neon Bible,Arcade Fire,2007,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",293520,45,0.495,0.538,3,-10.223,1,0.0308,0.424,0.165,0.132,0.346,105.118,4
Angels With Dirty Faces,Chuck,Sum 41,2004-10-12,"['alternative metal', 'canadian pop punk', 'canadian punk', 'pop punk', 'punk']",143293,46,0.471,0.949,1,-2.876,0,0.191,0.0371,0.0,0.143,0.318,94.528,4
Angels With Dirty Faces,Chuck,Sum 41,2004-10-12,"['alternative metal', 'canadian pop punk', 'canadian punk', 'pop punk', 'punk']",143293,46,0.471,0.949,1,-2.876,0,0.191,0.0371,0.0,0.143,0.318,94.528,4
Wicked Ways,The Marshall Mathers LP2 (Deluxe),Eminem,2013-11-05,"['detroit hip hop', 'hip hop', 'rap']",391416,54,0.714,0.787,5,-6.769,0,0.401,0.0497,0.0,0.58,0.131,138.017,4
Sing For The Moment,The Eminem Show,Eminem,2002-05-26,"['detroit hip hop', 'hip hop', 'rap']",339546,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,4
Beautiful Pain,The Marshall Mathers LP2 (Deluxe),Eminem,2013-11-05,"['detroit hip hop', 'hip hop', 'rap']",265025,64,0.685,0.815,11,-4.494,0,0.459,0.0616,0.0,0.154,0.4,165.369,4
Billo,Juggy D,Juggy D,2004-10-12,"['bhangra', 'desi pop']",248586,20,0.809,0.922,10,-6.708,0,0.099,0.0152,0.00518,0.0816,0.907,139.917,4
Shiva,Hospice,The Antlers,2009-06-23,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",225746,35,0.598,0.394,2,-12.533,1,0.0386,0.729,0.163,0.0812,0.209,130.013,3
Shiva,Hospice,The Antlers,2009-06-23,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",225746,35,0.598,0.394,2,-12.533,1,0.0386,0.729,0.163,0.0812,0.209,130.013,3
Defector,Drones,Muse,2015-06-04,"['modern rock', 'permanent wave', 'rock']",273004,53,0.419,0.878,2,-3.917,1,0.0396,0.000114,0.00104,0.713,0.397,76.996,4
Defector,Drones,Muse,2015-06-04,"['modern rock', 'permanent wave', 'rock']",273004,53,0.419,0.878,2,-3.917,1,0.0396,0.000114,0.00104,0.713,0.397,76.996,4
Defector,Drones,Muse,2015-06-04,"['modern rock', 'permanent wave', 'rock']",273004,53,0.419,0.878,2,-3.917,1,0.0396,0.000114,0.00104,0.713,0.397,76.996,4
Leaving It Behind,The Optimist,Anathema,2017-06-09,"['gothic metal', 'progressive doom', 'progressive metal']",267880,32,0.43,0.76,1,-8.575,1,0.0654,2.24e-06,0.0524,0.104,0.35,151.945,4
Reaching Out - Live @ Islington Assembly Hall,Where We Stood (In Concert),The Pineapple Thief,2017-09-08,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",568780,26,0.444,0.648,4,-11.924,0,0.0367,0.0335,0.089,0.694,0.355,150.022,4
Snowdrops - Remastered,Little Man (Remastered),The Pineapple Thief,2006-01-01,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",356529,14,0.502,0.307,6,-13.881,0,0.0283,0.352,0.0126,0.158,0.0792,96.986,3
Build a World,All the Wars (Deluxe Edition),The Pineapple Thief,2012-09-03,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",237326,20,0.57,0.636,10,-7.241,1,0.0284,0.0111,0.013,0.0514,0.327,109.985,4
The Optimist,The Optimist,Anathema,2017-06-09,"['gothic metal', 'progressive doom', 'progressive metal']",337907,37,0.234,0.303,11,-8.456,0,0.0329,0.0365,0.146,0.124,0.055,106.323,3
The State We're In,Someone Here Is Missing,The Pineapple Thief,2010-05-24,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",198546,20,0.711,0.54,4,-8.408,0,0.0313,0.0288,0.000925,0.0693,0.882,140.007,3
Heartstrings,Falling Satellites,Frost*,2016-05-27,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",380920,29,0.402,0.71,9,-6.215,1,0.046,0.000411,0.00114,0.149,0.243,124.922,4
A Gentleman's Excuse Me,Vigil In A Wilderness Of Mirrors,Fish,2008-11-14,"['album rock', 'art rock', 'neo-progressive', 'progressive rock', 'symphonic rock']",259466,47,0.331,0.174,5,-14.439,1,0.0352,0.863,0.000136,0.318,0.19,125.87,4
"El Dorado, Iii: Demolished Lives",Fuck Everyone and Run (F. E. A. R.),Marillion,2016-09-23,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",143574,7,0.366,0.422,4,-12.11,0,0.0344,0.0753,0.00575,0.117,0.0565,119.678,4
West Winds,What We Have Sown (Remastered),The Pineapple Thief,2007-08-21,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",538418,10,0.505,0.404,2,-12.524,1,0.0294,0.383,0.841,0.0926,0.0421,99.997,4
West Winds,What We Have Sown (Remastered),The Pineapple Thief,2007-08-21,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",538418,10,0.505,0.404,2,-12.524,1,0.0294,0.383,0.841,0.0926,0.0421,99.997,4
"Untouchable, Pt. 2",Weather Systems,Anathema,2012-04-24,"['gothic metal', 'progressive doom', 'progressive metal']",333480,28,0.383,0.358,3,-7.923,1,0.03,0.205,7.23e-05,0.301,0.0989,128.683,4
"Untouchable, Pt. 2",Weather Systems,Anathema,2012-04-24,"['gothic metal', 'progressive doom', 'progressive metal']",333480,28,0.383,0.358,3,-7.923,1,0.03,0.205,7.23e-05,0.301,0.0989,128.683,4
Someone Here Is Missing,Someone Here Is Missing,The Pineapple Thief,2010-05-24,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",232573,20,0.599,0.415,4,-6.721,0,0.0391,0.00479,0.00827,0.126,0.136,130.044,4
Shine,Eye of the Soundscape,Riverside,2016-10-21,"['alternative metal', 'art rock', 'neo-progressive', 'polish prog', 'prog metal', 'progressive metal', 'progressive rock', 'symphonic rock']",249520,30,0.604,0.585,0,-10.457,0,0.03,0.325,0.962,0.11,0.425,111.952,4
Ariel,Distant Satellites,Anathema,2014-06-09,"['gothic metal', 'progressive doom', 'progressive metal']",388640,35,0.46,0.46,3,-8.943,1,0.0331,0.35,0.084,0.112,0.0622,123.0,1
The Tourist - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),Molotov Cocktail Piano,2017-05-19,['piano cover'],263298,1,0.58,0.0578,4,-18.292,1,0.0459,0.89,0.926,0.106,0.0349,112.502,3
Karma Police - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),Molotov Cocktail Piano,2017-05-19,['piano cover'],285157,4,0.597,0.181,7,-19.104,1,0.0322,0.923,0.875,0.11,0.146,74.504,4
"Beethoven's Piano Sonata No. 8, Pathetique",Voice,Hiromi,2011-01-01,"['contemporary jazz', 'japanese jazz', 'japanese jazz fusion', 'jazz fusion', 'modern jazz piano']",313026,33,0.553,0.092,1,-22.518,1,0.0392,0.751,0.882,0.109,0.0603,129.324,4
Teri Deewani,Javeda Sufiaana,Various Artists,2011-06-20,[],322386,34,0.381,0.605,4,-3.751,0,0.0357,0.313,0.0,0.0778,0.446,80.009,3
Smile (feat. Steven Tyler),Chris Botti In Boston,Chris Botti,2009-03-31,"['adult standards', 'jazz trumpet', 'smooth jazz', 'vocal jazz']",301200,22,0.257,0.259,5,-13.778,1,0.0538,0.844,5.02e-06,0.973,0.103,142.522,5
Headspace,Glitterbug (Deluxe Edition),The Wombats,2015-04-14,"['indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",234053,34,0.592,0.909,0,-4.986,1,0.111,0.0128,0.0,0.0607,0.329,113.969,4
Be Your Shadow,Glitterbug (Deluxe Edition),The Wombats,2015-04-14,"['indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",215693,39,0.636,0.965,2,-2.897,0,0.064,0.0251,1.12e-06,0.146,0.551,125.043,4
Here Comes the Anxiety,"Proudly Present... A Guide to Love, Loss & Desperation (Special Edition)",The Wombats,2007-07-09,"['indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",151293,32,0.36,0.712,2,-6.963,1,0.0453,0.00529,0.0,0.173,0.536,78.759,4
Always Like This,I Had The Blues But I Shook Them Loose,Bombay Bicycle Club,2009-01-01,"['alternative dance', 'british indie rock', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'rock']",245640,66,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,4
