,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
19,Blossom Caldarone,Sit and Be,1964,6NfKaTgPrh4zi24lRyWdbw,0.635,0.387,4,-5.571,1,0.0448,0.0,0.15,0.276,83.151,253594,4
20,The Ivy,Next Stop,I Don't Wanna,2HmvDlBGFjCl90aqdQRdLD,0.306,0.636,1,-7.519,1,0.0416,0.00139,0.133,0.0698,119.615,229320,4
21,Maggie Rogers,Love You For A Long Time,Love You For A Long Time,6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,9,-6.137,1,0.0323,0.00283,0.109,0.822,112.993,223120,4
22,TeZATalks,In the Dark,In the Dark,43wpVmVHY8Eo93vlREkdcJ,0.413,0.638,6,-6.344,1,0.159,1.35e-05,0.188,0.351,93.988,257684,4
23,The Boxer Rebellion,Ocean by Ocean,Let's Disappear,3ou2ZBwW6VTa87DUcCFzEe,0.669,0.878,1,-6.594,1,0.0378,0.501,0.116,0.465,120.006,257813,4
24,Tycho,Weather,Pink & Blue,1TJqHWEHHQ7Z5mJ0P6rXqq,0.671,0.546,0,-10.9,1,0.0388,0.205,0.259,0.384,118.003,259166,4
25,Yumi And The Weather,Yumi And The Weather,No Such Thing,7CX1MRF28SWPWqbId1yhiJ,0.601,0.792,6,-6.094,0,0.032,0.0231,0.506,0.92,77.48,226499,3
26,Goodbye June,Magic Valley,Bad Things,4sdkSQiAdkKT6CPRRO2rm0,0.474,0.932,1,-3.881,1,0.108,1.38e-05,0.09,0.39,124.014,186357,4
27,Wintergatan,Marble Machine,Marble Machine,3kBPnItITm3Od2IVhuJPxf,0.706,0.808,4,-9.199,0,0.123,0.667,0.235,0.673,146.947,243783,4
28,Tycho,Weather,Japan,5VndRF0wlvbMQsZ25GErQM,0.602,0.518,7,-11.249,0,0.0426,0.0516,0.25,0.347,166.163,198842,4
29,The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation (Special Edition)",Moving to New York,5YHhxbtAAkOiIXqNBfYjZU,0.252,0.886,9,-4.678,0,0.0714,5.33e-06,0.256,0.498,161.939,210560,4
30,Ludic,My Love,My Love,5vwWAomxsGh6Bhl2PDBQdI,0.779,0.8,9,-4.458,1,0.0311,0.000195,0.356,0.783,105.001,228894,4
31,Saro,Eyelids,Eyelids,2sYvZnDtkQ7Fa0JdjRdqZD,0.62,0.684,6,-7.944,0,0.0393,0.00258,0.101,0.21,107.953,238056,4
32,Peach Pit,You and Your Friends,Shampoo Bottles,2INUkDPCO1eQlOFmIN5VAC,0.648,0.436,8,-9.578,1,0.0275,0.0,0.0944,0.333,107.019,224267,4
33,SMNM,Parental Advisory Explicit Content,Baby Girl,1gJTzFQ0oo7Z9RMG5WubZK,0.539,0.774,4,-5.434,1,0.0295,0.0337,0.207,0.263,83.988,242857,4
34,Pond,The Weather,The Weather,6xTq7uN0EV8Q1n5mBtWp0m,0.254,0.788,11,-6.632,0,0.0618,0.185,0.0598,0.249,75.749,238720,4
35,Tycho,Weather,Into The Woods,3p0FMD7f0kh4IcuucbB2My,0.63,0.729,10,-9.81,0,0.0327,0.935,0.0896,0.434,99.015,242611,4
36,Men I Trust,Oncle Jazz,Norton Commander (Album V),0DltZY7z8YvuDBSAbsIgPc,0.632,0.451,1,-14.098,1,0.0429,0.898,0.0987,0.436,165.98,206313,4
37,Bastille,Doom Days,Quarter Past Midnight,0Tl408cie1ksydV7s6KuWD,0.54,0.779,8,-5.753,1,0.0889,0.0,0.196,0.498,77.497,199214,4
38,Bug Hunter,Torn Between a Couple,The Key to Being Lonely,09vLZSOpT69M0wBBRTV1Pl,0.625,0.483,1,-9.617,0,0.0509,1.02e-05,0.0824,0.66,99.779,254000,4
39,Broods,Evergreen,Four Walls,1IcEofBOoS01ouUsqdn8ke,0.511,0.638,0,-7.202,1,0.0459,0.0,0.0609,0.205,60.03,208347,4
40,Dot Hacker,How's Your Process? (Work),Floating Up The Stairs,0Djhi5NPXwukyqtigIpknj,0.548,0.549,9,-8.671,0,0.039,0.317,0.177,0.397,128.123,355013,4
41,Vandelux,Broken Man,Broken Man,2BvTx5sLpQqCZQIz15KeGI,0.657,0.487,8,-9.201,1,0.0437,0.163,0.115,0.218,92.008,221739,4
42,Jon Bellion,The Human Condition,Guillotine,2FK1qmw8XNBqUe5CcgTVnE,0.574,0.803,4,-3.17,0,0.186,4.15e-06,0.0861,0.647,97.967,208125,4
43,"Parks, Squares and Alleys",We're Not Just Friends,We're Not Just Friends,0CyRloqqjpeKEAd3cO6J6z,0.655,0.653,4,-7.488,1,0.0278,0.75,0.0781,0.732,114.995,187820,4
44,Ella Vos,Temporary,Temporary,52AtuDhDYHavraoyirpylv,0.715,0.363,8,-8.265,1,0.0433,0.0,0.0637,0.347,87.017,151665,4
45,Danny Bensi,Boy Erased (Original Motion Picture Soundtrack),Revelation,7sUJolVaoEBoP4l4qHiQSe,0.15,0.173,5,-15.79,1,0.0298,0.000531,0.0685,0.0735,76.138,231214,5
46,Lonely Benson,Can't Put You Down,Can't Put You Down,7triZca8OwuOz2NpLzUrh0,0.476,0.193,9,-12.275,1,0.0335,0.567,0.0884,0.28,69.943,209263,4
47,Tycho,Weather,Skate,566w1sloS9qx61zl7bN9GE,0.703,0.231,5,-13.094,0,0.0338,0.0207,0.103,0.421,97.07,187340,4
48,Orla Gartland,Why Am I Like This? - EP,Inevitable,2rHEY6rgsPyoXWa6dMDrzR,0.448,0.441,7,-10.121,1,0.0932,2.72e-05,0.114,0.118,76.611,211178,4
49,Her's,Invitation to Her's,Under Wraps,0UVzM2GkqTTf57G6Wj05UL,0.592,0.67,10,-5.223,1,0.0278,0.214,0.127,0.386,135.062,303428,4
